a0_address,b0_price,c0_unit_price,d0_unitPercent,e0_income,f0_remuneration,g0_multiplier,h0_agreement_term,i0_agreement_remaining,j0_agreement_age,k0_total_unit,l0_rePerUnit,m0_owner_occupy,n0_letting,o0_iPerRent,p0_look_ups,q0_outside_agents,r0_manager_bed,s0_manager_bathroom,t0_manager_car,u0_office,v0_office_hour,w0_agency,x0_agent,y0_complex_fetures,z0_url,z1_title,z2_description,z3_unit_feature,z4_pets,z5_last_update,z6_property_id
"Meadowbrook,",752000,380000,0.51,74400,36407,5.0,"25 years,","21 years,","0 years,",,0,0,26,0,0,0,3,2, 2,1," No set of office hours,
                        ", Shine Realty,"Celine Tseng,Celine Tseng"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Meadowbrook-QLD-3873899,"Convenient location! Solid income!
              ","This is a quiet and beautifully maintained complex sitting at an excellent location. It boasts a five minute walk from the Griffith University Logan Campus and a close proximity to the Logan Hospital and TAFE. It features easy access to public transport, and is within a convenient few minute's drive to the Hyperdome Shopping Centre, Logan Motorway and Pacific Motorway. This is a stable business, perfect in size for the starter in management rights. It has great potential to grow in the business sector. Call the Shine hotline today for more information or book your inspection. "," 
                       ","Yes,", 3 weeks ago., 3873899
"Fortitude Valley,",1195000,450000,0.38,144897,93243,5.1,"25 years,","20 years,","14 years,",55,1695.33,27,22,2347.91,0,6,2,1, 0,1," Nil,
                        ", Raine & Horne Onsite Rights,"Mark Fluhart,Mark Fluhart"," This boutique complex with resort style features, this is a lifestyle option not to be missed. Resident exclusive amenities include a lap pool, sun lounge area, secure car park with ample visitor car parks and onsite management.Beyond the apartment, enjoy an easy stroll and the convenience that the James Street Precinct has to offer and moments from Emporium, China Town, Brisbane CBD  public transport.
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/FortitudeValley-QLD-3877073,"NO REQUIREMENT TO LIVE ONSITE - IN THE HEART OF FORTITUDE VALLEY
              ", ," This well-appointed inner city apartment offers plenty of character  charm with Brisbaneâs greatest lifestyle hub in your backyard, it is everything you would expect from a diverse suburb like the Fortitude Valley. The open plan design with high ceilings offers light filled interiors, polished timber floors, centrally located gourmet kitchen, heaps of storage and a range of quality appliances. Living and entertaining areas ideal for year-round entertaining including a large balcony.
                       ","Yes,", 1 month ago., 3877073
"Spring Hill,",760000,485000,0.64,70000,42539,3.9,"25 years,","18 years,","18 years,",19,2238.89,1,10,2746.1,0,6,2,2, 1,1," ,
                        ", Raine & Horne Onsite Rights,"Nick Chen,Nick Chen"," This is an easy business located in the heart of Spring Hill.  Featuring a great size office and car park on title, the property also has underground parking and a lift built in the building.
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/SpringHill-QLD-3873367,"PERFECT HOME WITH EASY BUSINESS
              ","Price Reduction - Dropped to $760,000 - Great Deal - Get in NOW !!,Enjoy your inner city lifestyle and making money at the same time.    This property secures a prime position enjoying lifestyle, convenience and great business opportunity.,This is an easy business located in the heart of Spring Hill.  Featuring a great size office and car park on title, the property also has underground parking and a lift built in the building. ,Only moments from the CBD, shopping, dining, bars, entertainment and transport, the locale is truly second to none. This apartment is in a class of its own, ensuring a great lifestyle for the managers family. ,Very low maintenance needs to be done for this business.  Great location, walking distance to CBD.  The business has a very stable income with more than 50% income from Body Corporate Salary and very friendly committee members. ,The Manager's Residence is Open plan in design and delightfully spacious, the living and main bedroom areas are framed by sliders that lead out to the generous balcony.  May be the largest balcony you will ever see. "," Open plan in design and delightfully spacious, the living and main bedroom areas are framed by sliders that lead out to the generous balcony. May be the largest balcony you will ever see.
                       ","No,", 2 months ago., 3873367
"SUNNYBANK,",700000,580000,0.83,41000,20735,2.9,"25 years,","17 years,","0 years,",13,1595.0,4,8,2533.12,0,0,3,0, 0,1," ,
                        ", Raas Group,"Jim Prentice,Jim Prentice"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/SUNNYBANK-QLD-3877404,"BEAUT HOME WITH SMALL MANAGEMENT RIGHTS BUSINESS IN SUNNYBANK
              ","A little gem of a complex located in a prime location in central Sunnybank is looking for a new Manager.,Anyone wanting a lovely home with a small income or the  working couple supplementing their existing incomes, then this could be the place for you. Minimal work hours per week keeps this complex looking neat and pristine.,Manager's home attributes.,Independent, solid, double brick two storey 3 bedrooms plus study   Manager's house located within the complex among the other 12 two storey, 3 bedroom villas. The outdoor covered patio area is large and provides outdoor living or entertainment options. Seeing is believing.,Have your own life style while earning some extra income. ,Keen owners looking for a quick sale!, "," 
                       ","No,", 3 months ago., 3877404
"CARSELDINE,",1054000,459000,0.44,127000,70973,4.7,"25 years,","21 years,","0 years,",35,2027.8,5,27,2075.07,0,0,3,0, 0,1," ,
                        ", Raas Group,"Robert Collins,Robert Collins"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/CARSELDINE-QLD-3877439,"Management Rights in a great complex on the North Side
              ","North side gem. Easy one person operation, all stand alone villas, close to  amenities, very tidy managers unit with air conditioning. ,Please contact Robert Collins Exclusive agent on or , "," 
                       ","Yes,", 3 months ago., 3877439
"BRISBANE,",12% Management Share,0,0,0,0,0.0,"0 years,","0 years,","0 years,",320,0,0,,0,0,0,2,0, 0,1," ,
                        ", Raas Group,"Robert Collins,Robert Collins"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/BRISBANE-QLD-3877008,"12% Management Partnership share for sale Husband and wife
              ","Management Couple,Great Opportunity for Working Partner to Buy In to Premium Brisbane CBD High Rise,Small investor group is looking for an experienced Building & Property Management couple to live on site and manage an established large Permanent Letting Apartment complex in a premium position in Brisbane CBD. A 12% equity share is offered and accommodation in a 2 bed, 2 bath apartment with study, large balcony and beautiful river views forms part of the salary package. ,The role is ideally suited to a working couple who will possess:,-Previous experience managing large strata properties,-Knowledge and practice in all property management processes and procedures for a large permanent residential property,-The ability to manage a diverse range of challenging responsibilities, including dealing with residents, owners and contractors on a daily basis,-Current Resident Letting Agent License,-Ability to manage expenditure to meet agreed budgets and report monthly to partners,-Ability to attend committee meetings and present Building Management reports as required,-Experience with Console management software or similar, ADL forms, MYOB & Excel,-Excellent communication skills and professional manner,-A flexible approach to working hours,You will have a highly experienced team to assist you in managing,. ,Financial requirement to buy the 12% share is $2+ stamp duty and legals approximately.,Salary is $77,000 + GST,Dividend is $3,500 per month variable,For further information please forward details of your experience and capability for the role to   or call All information will be treated with the strictest confidentiality., "," 
                       ","No,", 4 months ago., 3877008
"CAPALABA,",405000,0,0.0,96420,75,4.2,"10 years,","9 years,","0 years,",64,1.17,32,11,8758.64,0,0,2,0, 0,1," ,
                        ", Raas Group,"Peter Sagner,Peter Sagner"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/CAPALABA-QLD-3877535,"Capacity to grow in Capalaba!
              ","Management Rights with a twist. Caretaking duties and letting pool without the cost of buying a managers unit. Manager rents unit from Body Corporate. ,Excellent rental position - never enough units to keep up with demand., "," 
                       ","No,", 3 months ago., 3877535
"Teneriffe,",2299280,685000,0.3,303051,171778,5.3,"25 years,","25 years,","0 years,",98,1752.84,44,51,2573.98,0,3,2,2, 4,1," ,
                        ", Resort Brokers,"Gareth Closter,Gareth Closter"," Both complexes have a fantastic swimming pool for the residents to enjoy
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Teneriffe-QLD-3880705,"Ideal Combination - Teneriffe Lifestyle with $300k+ Income | Resort Brokers ID : MR005326
              ",Nestled in a leafy and quiet pocket of Teneriffe these businesses provide an ideal mix of fantastic lifestyle and a high nett income.  Management Rights in this area are traditionally tightly held and managers stay for longer terms than average as it is just such a beautiful part of Brisbane!," large two bedroom, two bathroom apartment plus a spacious lounge room with a separate dining room and has a spacious feel with a fantastic balcony which is surrounded by trees and greenery which gives it a lovely relaxed feel. Adjoining the balcony is a small private garden which currently houses a pond with a water feature. Within the basement car park, the manager has both a large single car space as well as a garage that has multiple storage shelves and a work bench that is all secured by a lockable roller door. In addition, there are 4 secure storage areas throughout the car park for convenient storage of equipment and tools.
                       ","yes,", 2 months ago., 3880705
"FORTITUDE VALLEY,",998800,620000,0.62,87063,57768,4.4,"25 years,","22 years,","0 years,",44,1312.91,18,19,1541.84,0,0,3,0, 0,1," ,
                        ", Raas Group,"Peter Sagner,Peter Sagner"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/FORTITUDEVALLEY-QLD-3877909,"For those seeking the ideal lifestyle/work balance
              ","If you are looking for a three bedroom inner city apartment with a history of productive relationships, then we are pleased to offer the opportunity for inspection.  Aternatively rent out the apartment generate additional income and manage from offsite! This four story apartment complex has not been available to the market for ten years.,The income is sound, there is room to grow and the workload is easily managed by a one person with time to spare.,The apartment has: three bedrooms; 2.5 bathrooms; 2 car spaces with the office on title.   All the benefits of a vibrant inner city life beckon.  Located in the trendy Fortitude Valley area and walking distance to James St market precinct, all the elements are in place for a rewarding business, just waiting for the next  astute manager.  ,To explore this opportunity contact the exclusive listing Broker Peter Sagner: or e-mail ;, "," 
                       ","Yes,", 3 months ago., 3877909
"Bulimba,",2123000,1078000,0.51,205000,138000,5.1,"25 years,","23 years,","7 years,",97,1422.68,54,30,2233.33,0,13,3,2, 2,1," No set office hours,
                        ",,"Brydon Halliday,Brydon Halliday"," Resident exclusive amenities include 20m lap pool, pool side Barbeques, sun lounge area, gym, and visitor car parking. Beyond the complex, enjoy an easy stroll and the convenience to City Cat terminal, shopping, dining, parks, play grounds, sporting clubs and schools.Security video cameras located on all access areas with a master key system.Buildings are 3 storey walk up, with easy to maintain established quality gardens and grounds.
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Bulimba-QLD-3877933,"Quality, Style, Location, Opportunity
              ","Management Rights are rarely sold in the prestigious suburb of Bulimba, and with a restricted number available this is definitely an opportunity to consider. ,This unique business is a combined lifestyle and income, which is superbly set up. Located river side and park side, within the highly reputable suburb of Bulimba. ,This Profitable Premium Management Rights consists of 3 separate buildings, boasting the best quality facilities in Bulimba, which makes the apartments easy to rent for a premium.  It is also a short walk to Bulimbas renowned Restaurant and shopping precinct in Oxford Street.  ,High Quality ,Long term agreements,Strong rental yield location,Revenue growth opportunities,Manageable caretaking duties,Stunning premier Apartments ,Separate custom designed office,Large Managers Apartment ,No set office hours,Managers residence is a beautifully appointed Apartment. "," Managers residence is a beautifully appointed Apartment. 3 bedrooms, 2 bathrooms, Ducted Air Conditioning, SMEG appliances, Stone bench tops, Large balcony, 2 car parks, privacy screens, Freshly Painted, Separate connecting office.This Apartment also features a front courtyard with street access for convenience.This well-appointed inner city apartment offers plenty of character charm with a great lifestyle hub in your backyard, it is everything you would expect from a premier suburb. The open plan design with high ceilings offers light filled interiors, centrally located kitchen, heaps of storage and a range of quality appliances. Living and entertaining areas ideal for year round entertaining including a large balcony.This stylishly appointed apartment is a private sanctuary with a good area of internal living space, a spacious open balcony, providing suburban home like space without the upkeep. Seamlessly transitioning through floor to ceiling sliding glass doors, the lounge opens onto the huge balcony.With built in benchs as you entertain with friends and family all season round.Three generously sized bedrooms are included in this property, both with built-in wardrobes, white plantation shutters and the master inclusive of a well appointed ensuite. This Apartment also offers secure parking side by side for two vehicles. Additionally there are 2 extra store rooms included.There is also lift access and intercom system. This complex is pet friendly and a short stroll to nearby Bulimba River Park with off leash dog area. Picturesque Bulimba is an outstanding postcode and offers the complete package. Bustling Oxford Street is close at hand, City Cat and bus services are within walking distance with services to the CBD.
                       ","Yes,", 2 months ago., 3877933
"Albion,",1460000,565000,0.39,172000,113166,5.2,"25 years,","20 years,","0 years,",,0,0,28,0,0,0,2,2, 1,1," ,
                        ", Shine Realty,"Celine Tseng,Celine Tseng"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Albion-QLD-3878399,"Solid salary income! Vendor must sell!
              ","This is a stylish and beautifully-maintained complex in an excellent location a stone's throw from the Brisbane River. It's perfectly positioned in the heart of Albion and located in a top rental area. At only 4km from the Brisbane CBD, it's close to shops and retail, schools and supermarkets. This well-manicured complex has a solid salary income over 65% of net profit. Featuring a big potential for growth, it combines both a healthy income and leisurely lifestyle with the inner city suburb experience. Call our hotline today for more information or book your inspection. "," 
                       ","Yes,", 3 weeks ago., 3878399
"WOODRIDGE,",600000,350000,0.58,70000,22300,3.6,"25 years,","18 years,","0 years,",23,969.57,0,19,2510.53,0,0,3,0, 0,1," ,
                        ", Raas Group,"Robert Collins,Robert Collins"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/WOODRIDGE-QLD-3877632,"Great Starter Complex
              ","Buy this starters complex  Low multiplier and capital gain nearly assured. It is close to all amenities with a good family home as well.Income $70,000, Home $350,000 Business  TOTAL $600,000,Please contact Robert Collins Exclusive Agent on or ,You do not have to live on site. Current manager rents out their apartment, "," 
                       ","Yes,", 3 months ago., 3877632
"Sherwood,",Offers between $625K to $650K,0,0,116090,62693,5.4,"25 years,","23 years,","2 years,",,0,0,32,0,0,0,0,0, 0,0," NONE,
                        ", SIRE Management Rights,"Richard  Jessica,Richard  Jessica"," - New complex with minimal work- Low maintenance
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Sherwood-QLD-3878565,"No Unit To Buy, Not Required To Live Onsite - Nice
              ","- Excellent add-on business with no unit to buy,- Easy to run,- Low workload and maintenance,Contact The SIRE Team NOW! for more information. "," No managers unit to buy - business only
                       ","No,", 3 months ago., 3878565
"Norman Park,",993000,580000,0.58,94000,49700,4.4,"25 years,","23 years,","17 years,",40,1242.5,13,23,1926.09,0,3,3,2, 2,1," As Required,
                        ",,"Adrian Wylde,Adrian Wylde"," Fantastic opportunity to purchase the management rights and managerâs residence to a high-performing business that has seen substantial growth and improvement under the current management, yet still leaves significant upside potential for a new operator, Total of 40 apartments - 23 managed in the onsite letting pool, Well-maintained/spacious, light and airy three bedroom managerâs residence with private courtyard, Lengthy tenure to agreement with 23 years remaining on tenure,No set office hours,Excellent location in the heart of Norman Park, Standalone office and workshop on occupation, Several identifiable areas for future growth and improvement, Stylish and modern upgrade work recently completed in common areas, Low maintenance gardens, Easily run pool area, BC salary of \$49,700 with annual increase as per CPI for next 23 years
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/NormanPark-QLD-3878737,"Great Permanent Complex!!
              ",," Spacious 3 Bedroom Unit, with sizeable courtyard and deck! Wooden Floor in Dining\Entertainment Area.
                       ","Yes,", 2 weeks ago., 3878737
"BARDON,",1848800,650000,0.35,222000,102539,5.4,"25 years,","24 years,","0 years,",108,949.44,60,41,2913.68,0,0,2,0, 0,1," ,
                        ", Raas Group,"Robert Collins,Robert Collins"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/BARDON-QLD-3878261,"Near New at Bardon
              ","The developer has just finished this complex two stage, two Body Corporates, 23 and 24 years to run on agreements. All the hard work has been done,All the equipment is Body Corporate owned. All office equipment is supplied. Office plus 2 bed 2 bath 2 car home is the managers home.,Please contact Robert Collins Exclusive Agent on or  for an inspection., "," 
                       ","Yes,", 3 months ago., 3878261
"Bulimba,",135000,0,0.0,32500,32500,4.2,"25 years,","10 years,","0 years,",26,0,0,,0,0,0,0,0, 0,0," N/A,
                        ", Resort Brokers,"Brent Staker,Brent Staker"," Pool and mooring spaces
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Bulimba-QLD-3878706,"Caretaking-Only In Bulimbaâ Minutes' Walk to Oxford Street | Resort Brokers ID : MRC005276
              ",Fantastic and very rare opportunity to take on a small but solid business in the heart of Bulimba. Ideal for a new operator or existing manager seeking an easy add-on with just 26 apartments in the complex. This manageable sized business has great flexibility with no requirement to reside onsite and no real estate to purchase. Minimal workload with sufficient storage space for tools and equipment to be held on-site.," 
                       ","yes,", 3 months ago., 3878706
"Keperra,",Contact Agent,630000,0,279234,103639,1.7,"25 years,","24 years,","2017 years,",,0,0,79,0,0,0,3,2, 2,1," NONE,
                        ", SIRE Management Rights,"Richard  and Jessica,Richard  and Jessica"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Keperra-QLD-3877286,"Not required to live onsite!
              ","- Easy to run business,- New, modern design,- Low maintenance complex,- Pool,Contact the SIRE Team NOW for an inspection! "," - Optional to purchase managers unit- Not required to live onsite - 3 beds, 2.5 baths, DLUG, private courtyard- Office on title
                       ","Yes,", 3 months ago., 3877286
"Bridgeman Downs,",2060000,0,0.0,285713,0,7.2,"25 years,","25 years,","0 years,",113,0.0,0,72,3968.24,0,2,4,0, 0,0," ,
                        ", Resort Brokers,"Alex Cook,Alex Cook"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/BridgemanDowns-QLD-3872477,"The Perfect MR in Peaceful Bridgeman Downs | Resort Brokers ID : MR005136
              ","Great opportunity to purchase the management rights to this well-established villa / townhouse complex that genuinely ticks all the boxes agreements recently topped up to 23 years, easy to operate, ability to live off-site, spacious managers residence, scope for growth"," 
                       ","yes,", 6 months ago., 3872477
"Forest Lake,",1250000,365000,0.29,171000,81114,3.7,"25 years,","20 years,","0 years,",,0,0,39,0,0,7,3,2, 1,1," NONE,
                        ", SIRE Management Rights,"Richard  Jessica,Richard  Jessica"," - Low Maintenance- Minimal Caretaking Duties
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/ForestLake-QLD-3876020,"Excellent Location - Make an offer!
              ","- Easy to run business,- Good for the first time buyer or experienced operator,- Good location, close to schools, shopping precincts, public transport, Sunnybank and motorways,- Low maintenance complex,- Minimal caretaking duties,- Do some caretaking, then a bit of property management, then spend the rest of the day playing golf and/or fishing,Contact the SIRE Team for an inspection - NOW! "," - Spacious 190m2 floor area- Office on title- Highset- Air-conditioned- Private courtyard
                       ","No,", 1 month ago., 3876020
"Brisbane,",2617058,0,0.0,415010,1100,6.3,"25 years,","24 years,","0 years,",157,7.01,23,104,3979.9,0,8,0,0, 0,0," No set hours,
                        ", Resort Brokers,"Gareth Closter,Gareth Closter"," 12 level high rise, Courtyards and balconies, High quality finishes, Tranquil suburban street, Exclusive rooftop terrace with BBQ
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Brisbane-QLD-3879228,"City Fringe Location,  Business-Only Netting $407K | Resort Brokers ID : MRB005199
              ","Boasting an incredible inner-city location with access to a huge variety of amenity and city views. Recently established, this is an exciting chance to own a high income business without having to own real estate or live on-site."," 
                       ","yes,", 3 months ago., 3879228
"MCDOWALL,",675000,470000,0.7,62594,50380,3.3,"25 years,","2 years,","0 years,",38,1325.79,19,9,1357.11,0,0,3,0, 0,1," ,
                        ", Raas Group,"Peter Sagner,Peter Sagner"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/MCDOWALL-QLD-3879470,"Caretaker absolutely must retire!
              ","An ideal one person business.  With 79% of the income securely derived from the caretaking salary.  There is room to grow the letting income by capturing the rentals held by outside agents.,The Principle Committee oversees the common areas shared by the Apartment and House Committees. ,Superb amenities and location viz: only 9km from the CBD; Prince Charles Hospital; walking distance to McDowall State School and only minutes to the North-side Christian College.,This is a low work load complex with a comfortable and spacious home to live in.  All you have to do is inspect and see the benefits for yourself.,To inspect contact Exclusive Broker Peter Sagner or e-mail , "," 
                       ","Yes,", 2 months ago., 3879470
"Greenslopes,",1487897,650000,0.44,174562,94126,4.8,"25 years,","19 years,","0 years,",65,1448.09,0,41,1961.85,0,0,3,3, 2,1," None,
                        ", Resort Brokers,"Jessica  Wilkie,Jessica  Wilkie"," Pool, Gazebo
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Greenslopes-QLD-3879522,"Low-Rise Complex in Greenslopes, Nett $174k&3 Bedroom Freestanding House  | Resort Brokers ID : MR005301
              ","Enjoy flexibility and lifestyle just 4 kms from Brisbane CBD. Option to reside in well-appointed freestanding 3 bedroom, 2.5 bathroom house with attached office.  No set office hours&option to live offsite. 19.5 year-long agreements have been recently topped up. Secure letting pool, option to grow income with a hands on manager."," spacious open plan, 3 bedrooms, 2.5 bathroom, separate laundry, large rear courtyard
                       ","yes,", 2 months ago., 3879522
"STONES CORNER,",981375,0,0.0,196275,77000,5.0,"25 years,","25 years,","0 years,",70,1100.0,20,50,2385.5,0,0,0,0, 0,1," ,
                        ", Raas Group,"Robert Collins,Robert Collins"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/STONESCORNER-QLD-3877764,"Near New
              ","This complex was completed in September 2017 and as such has 24.5 years to run. It is owned by the developer with a projected profit of $196,275 with offers expected at a 5 + multiplier.There is no office hours, or requirement to live on sight or unit to buy,If you wish to purchase a unit , it is available. He has only just started to sell the units to investors and he does not expect payment until they are settled even though there are several rented out that are developers stock. You will be the property manager for them and be paid accordingly until they go to an investor. There is claw back and forward for 2 years.,Please contact Robert Collins Exclusive Agent on or , "," 
                       ","Yes,", 3 months ago., 3877764
"Bowen Hills,",398061,0,0.0,86535,37000,4.6,"25 years,","25 years,","0 years,",37,1000.0,1,28,1769.11,0,5,0,0, 0,0," Nil,
                        ", Resort Brokers,"Gareth Closter,Gareth Closter"," There are no common facilities that would add duties to the caretakers workload.
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/BowenHills-QLD-3880536,"Inner-City Business Only Management Rights With Attractive Multiplier! | Resort Brokers ID : MRB005319
              ",This modern apartment building offers the successful buyer a great opportunity to secure a low maintenance building that is well positioned in the letting market and is always full.," Nil
                       ","yes,", 2 months ago., 3880536
"Hamilton,","$1,061,500 NO UNIT TO BUY! - Nice",0,0,193000,131000,5.5,"25 years,","23 years,","2 years,",,0,0,41,0,0,0,0,0, 0,1," NONE,
                        ", SIRE Management Rights,"The SIRE Team,The SIRE Team"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Hamilton-QLD-3875090,"No Unit To Buy, Not Required To Live Onsite - Nice
              ","- Easy to run business,- Good location,- Good tenants,- Minimal duties,- Very Nice,- Exclusive use office,- No unit to buy,- Long term agreements,Contact the SIRE Team NOW! for an Exclusive Inspection "," No Managers Unit To Buy - Nice
                       ","No,", 3 months ago., 3875090
"Brisbane,",1687196,0,0.0,290896,1200,5.8,"25 years,","24 years,","0 years,",93,12.9,18,64,4526.5,0,6,0,0, 0,0," no set office hours,
                        ", Resort Brokers,"Nathan Eades,Nathan Eades"," Rooftop pavilion with swimming pool, seating areas and covered sections with BBQ facilities
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Brisbane-QLD-3879229,"Business-Only Management Rights Netting $286K | Resort Brokers ID : MRB005201
              ","Near-new building with no requirement to reside on-site!  A genuine business-only management rights sale in a thriving inner-city village-style precinct.  Stunning rooftop activation with city skyline views, pool and residents communal area. Well-established business operation, fully tenanted and long-term agreement remaining giving the new managers superb income security."," 9 level building
                       ","yes,", 1 month ago., 3879229
"Browns Plains,",1205000,380000,0.32,158000,89000,5.2,"25 years,","18 years,","18 years,",65,1369.23,14,51,1352.94,0,0,4,3, 4,1," Specified in Contract,
                        ", Joy Realty,"Robert Lin,Robert Lin"," 
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/BrownsPlains-QLD-3874410,"Management Rights
              ","The Complex is located in Browns Plains, close to Schools, shops and public transport, it is also within Stretton college catchment area, very easy to find tenants. High salary make business fantastic. "," 
                       ","Yes,", 5 days ago., 3874410
"Hillcrest,",1199000,440000,0.37,158000,72474,4.8,"25 years,","24 years,","0 years,",60,1207.9,0,52,1644.73,0,0,3,2, 2,1," NIL,
                        ", Resort Brokers,"Jessica  Wilkie,Jessica  Wilkie"," Pool, BBQ, gym
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Hillcrest-QLD-3875908,"Must Sell Due to Serious Health Issues - Perfect for First Time Buyer | Resort Brokers ID : MR005226
              ","Live in the beautiful southside suburb of Hillcrest and earn a generous remuneration salary of $72,474 (net profit of $158,014). Manage 53 units in this outstanding 60 unit complex all while enjoying a flexible work/life balance."," Spacious, open plan, three-bedroom, two-bathroom, double lockup garage, townhouse. Has own street access within the complex. Grassed backyard and own garden. Modern kitchen with stainless appliances and large island bench. King-sized master bedroom and queen sized guest rooms.
                       ","yes,", 4 months ago., 3875908
"Springwood,",885254,545000,0.62,75612,68400,4.5,"25 years,","25 years,","0 years,",57,1200.0,44,6,1202.0,0,6,4,2, 1,1," not in caretaking agreement,
                        ", Resort Brokers,"Jessica  Wilkie,Jessica  Wilkie"," pool and bbq area
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Springwood-QLD-3876639,"Lifestyle! Securityâ  Brand New 25 Year Agreements! Minimal Caretaking!  | Resort Brokers ID : MR005232
              ","Secure the Management Rights for a suburban townhouse complex of 57 units completed November 2017. Solid Body corporate Salary of $68,400. Enjoy your lifestyle in a luxury 4 bedroom + office managers unit!"," four bedroom, two bathroom , attached office, single lock-up garage, sleek kitchen, stone benchtops, european appliances, gas cooktops, open plan lounge
                       ","yes,", 4 months ago., 3876639
"Taigum,",1750000,380000,0.22,264498,189432,5.2,"25 years,","21 years,","0 years,",125,1515.46,0,52,1443.58,0,18,3,2, 0,1," No hours,
                        ", Resort Brokers,"Jane Fang,Jane Fang"," Wi-Fi, Foxtel, Pool, BBQ
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/Taigum-QLD-3880381,"Cracking Management Rights Opportunity in Taigum | Resort Brokers ID : MR005318
              ","These two cracking management rights businesses must be sold together. Located next door to each other in the suburb of Taigum, which is becoming a very popular North Brisbane location."," It is an open three bedroom, two bathroom
townhouse. It features air conditioning and ceiling
fans throughout.
The layout of the residence features a nice kitchen with bench
space with living and dining together giving an open plan feel. The
bedrooms are all neat and tidy with the master bedroom
consisting of built in wardrobe and ensuite.
The outdoor living space is perfect for children and/or a small pet.
The office is exclusive-use to the manager and on title. This office
is of medium size with a separate entry to service tenants and
owners.
Equipment in the office is part of the sale and will be passed onto
the incoming manager.
                       ","yes,", 2 months ago., 3880381
"South Brisbane,",3428000,640000,0.19,480037,172676,5.8,"25 years,","24 years,","12 years,",117,1475.86,37,78,3940.53,0,2,3,2, 2,1," As per agreements,
                        ", Next International Realty Pty Ltd,"David Jiang,David Jiang"," - 20 metre lap pool- heated spa- BBQ facilities- media room- gymnasium
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/SouthBrisbane-QLD-3883414,"Big Income Permanent and Small Short Term Mix in Central South Brisbane
              ","- Perfectly located in the prestigious heart of South Brisbane, offering inner city and South Bank charm,Walking distance to South Bank Park and CBD in minutes,High quality building, the apartments have all the resort-style facilities that the corporate customer could demand, including a swimming pool, gymnasium, heated spa, media room, coin operated laundry and vending machines,Close to all the necessary amenities, only a short walk to Conference&Exhibition Centre, Museum, Gallery as well as all vibrant and distinctive award-winning dining, shopping, beauty, health&wellbeing precinct and an easy stroll to South Bank Park,- Well established and Very well run complex, all procedures documented,- Complex very popular with Guests and tenants, since so close to all the public transport this makes it ideal for the inner-city lifestyle for tenants ,- Long agreement 24 years left on a 25 years accommodation module,- Fantastic Body Corporate salary of $172,676, with annual CPI adjustment,- Body Corporate very good and supportive to work with,- Modern and spacious manager residence comprises three bedrooms, two bathrooms, lounge/dining room, kitchen, laundry, patio, a large backyard and two carparks on title,- Large reception, circular drop off bay at entrance and a large counter office with back of house allow the manager to deliver the highest level of service when checking guests in and out,- Located within the Brisbane State High School and West End State School catchment area,Come on in and reap the rewards that this fantastic offering has to offer. This is the Goldilocks complex, offering a great lifestyle and solid business. Just Right! "," 
                       ","No,", 2 weeks ago., 3883414
"Fortitude Valley,",1277500,670000,0.52,135000,68727,4.5,"25 years,","21 years,","14 years,",43,1598.3,17,22,3012.41,0,4,3,2, 2,1," No set office hours,
                        ", Shine Realty,"Celine Tseng,Celine Tseng"," Swimming Pool, Barbecue
                       ",https://www.TheOnsiteManager.com.au/permanent-management-rights/FortitudeValley-QLD-3882897,"CULTURAL HOTSPOT AND HIGH RENTAL DEMAND
              ",," 
                       ","Yes,", 1 week ago., 3882897
