address,agency,agent,agreement_age,agreement_remaining,agreement_term,complex_fetures,description,income,last_update,letting,look_ups,manager_bathroom,manager_bed,manager_car,multiplier,office,office_hour,outside_agents,owner_occupy,pets,price,property_id,remuneration,title,total_unit,unit_feature,unit_price,url
"Morningside,", Raine & Horne Onsite Rights,"Mark Fluhart,Mark Fluhart","17 years,","22 years,","25 years,"," Mixture of 3 different floor plans, recreation area, guest parking and street parking whilst in a neat, quiet suburb and great community to live in. Well-appointed just minutes from the CBD and an easy stroll to university, hospitals and buses, this is the ideal inner city lifestyle for tenants and owners alike.  Standard unit features include: 3bed, 2 bath, double lock up garage, large kitchen and living areas, small courtyard at rear of all properties.
                       ","The complex has a quaint inner city lifestyle, close to sporting complexes and shops, making it ideal for anyone with different needs. Mixture of 3 different floor plans, recreation area, guest parking and street parking whilst in a neat, quiet suburb and great community to live in. Well-appointed just minutes from the CBD and an easy stroll to university, hospitals and buses, this is the ideal inner city lifestyle for tenants and owners alike.,The modern kitchen is equipped with stainless steel appliances, dishwasher, ample bench & cupboard space. The well-appointed kitchen adjoins the living areas and overlooks your private courtyard which is suited for entertaining.,The unit is ideal for a night of entertainment with your guests, before retiring to the secluded upstairs master bedroom. Guests will have the chance,to continue the stay with a good nights rest in the 3rd bedroom which is self-contained with its own private bathroom.,Standard unit features include: 3bed, 2 bath, double lock up garage, large kitchen and living areas, small courtyard at rear of all properties.,The Body Corporate daily duties are quite reasonable with 16 hours per week to maintain, which allows for flexibility. ",98127, 2 months ago.,18,0,3,3, 2,4.0,1," ,
                        ",5,17,"Yes,",970000, 3862494,63718,"MANAGEMENT RIGHTS - MORNINGSIDE
              ",40," Freshly painted managerâs unit with lots of room for an entire family or the extra space for your guests. A warm greeting awaits with spacious open plan living and cathedral high ceilings which allow for a natural light filled residence. The modern kitchen is equipped with stainless steel appliances, dishwasher, ample bench  cupboard space. The well-appointed kitchen adjoins the living areas and overlooks your private courtyard which is suitedfor entertaining.Extra features include:Ceiling fans, ducted Air Conditioning, Dual vanity basins in ensuite, Freshly painted with natural tones, Functional floor plan, Two storey residence offering privacy.
                       ",580000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Morningside-QLD-3862494
"CAPALABA,", Raas Group,"Peter Sagner,Peter Sagner","0 years,","9 years,","10 years,"," 
                       ","Management Rights with a twist. Caretaking duties and letting pool without the cost of buying a managers unit. Manager rents unit from Body Corporate. ,Excellent rental position - never enough units to keep up with demand., ",96420, 3 months ago.,11,0,0,2, 0,4.2,1," ,
                        ",0,32,"No,",405000, 3877535,75,"Capacity to grow in Capalaba!
              ",64," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/CAPALABA-QLD-3877535
"WOODRIDGE,", Raas Group,"Robert Collins,Robert Collins","0 years,","18 years,","25 years,"," 
                       ","Buy this starters complex  Low multiplier and capital gain nearly assured. It is close to all amenities with a good family home as well.Income $70,000, Home $350,000 Business  TOTAL $600,000,Please contact Robert Collins Exclusive Agent on or ,You do not have to live on site. Current manager rents out their apartment, ",70000, 3 months ago.,19,0,0,3, 0,3.6,1," ,
                        ",0,0,"Yes,",600000, 3877632,22300,"Great Starter Complex
              ",23," 
                       ",350000,https://www.TheOnsiteManager.com.au/permanent-management-rights/WOODRIDGE-QLD-3877632
"BARDON,", Raas Group,"Robert Collins,Robert Collins","0 years,","24 years,","25 years,"," 
                       ","The developer has just finished this complex two stage, two Body Corporates, 23 and 24 years to run on agreements. All the hard work has been done,All the equipment is Body Corporate owned. All office equipment is supplied. Office plus 2 bed 2 bath 2 car home is the managers home.,Please contact Robert Collins Exclusive Agent on or  for an inspection., ",222000, 3 months ago.,41,0,0,2, 0,5.4,1," ,
                        ",0,60,"Yes,",1848800, 3878261,102539,"Near New at Bardon
              ",108," 
                       ",650000,https://www.TheOnsiteManager.com.au/permanent-management-rights/BARDON-QLD-3878261
"Albion,", Shine Realty,"Celine Tseng,Celine Tseng","0 years,","20 years,","25 years,"," 
                       ","This is a stylish and beautifully-maintained complex in an excellent location a stone's throw from the Brisbane River. It's perfectly positioned in the heart of Albion and located in a top rental area. At only 4km from the Brisbane CBD, it's close to shops and retail, schools and supermarkets. This well-manicured complex has a solid salary income over 65% of net profit. Featuring a big potential for growth, it combines both a healthy income and leisurely lifestyle with the inner city suburb experience. Call our hotline today for more information or book your inspection. ",172000, 3 weeks ago.,28,0,2,2, 1,5.2,1," ,
                        ",0,0,"Yes,",1460000, 3878399,113166,"Solid salary income! Vendor must sell!
              ",," 
                       ",565000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Albion-QLD-3878399
"Sherwood,", SIRE Management Rights,"Richard  Jessica,Richard  Jessica","2 years,","23 years,","25 years,"," - New complex with minimal work- Low maintenance
                       ","- Excellent add-on business with no unit to buy,- Easy to run,- Low workload and maintenance,Contact The SIRE Team NOW! for more information. ",116090, 3 months ago.,32,0,0,0, 0,5.4,0," NONE,
                        ",0,0,"No,",Offers between $625K to $650K, 3878565,62693,"No Unit To Buy, Not Required To Live Onsite - Nice
              ",," No managers unit to buy - business only
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/Sherwood-QLD-3878565
"SOUTH BRISBANE,", Raas Group,"Robert Collins,Robert Collins","0 years,","15 years,","20 years,"," 
                       ","This magnificent complex is positioned in a very highly sought out location with stunning views of the South Bank Parklands and Brisbane River. Exotic out door dinning and so many restaurants to choose from, its no wonder why South Bank is a popular place to visit.,The complex consists of 68 modern finished apartments over six levels with generous sizes balconies offering incredible views.  The one bedroom, two bedroom, and three bedroom apartments are a credit to the quality of the complex very high standard fixtures and fittings and finishes. These stylish and spacious designer apartments incorporate a host of mod cons such as reverse cycle air conditioning, quality stainless steel appliances and stone bench tops. ,This is a Business only management rights with a very strong body corporate salary. There is no real estate to purchase the current vendor live onsite in a two bathroom unit agreement is the manager rents this unit within the complex,This complex is location, location, location call me today and dont miss out,The BC salary consists of $23,607 for the commercial section and $94,428 for the residential Total $118,035,Robert Collins,Exclusive Agent on  or , ",168000, 1 week ago.,20,0,0,0, 0,5.3,1," ,
                        ",0,25,"Yes,",890400, 3883603,118035,"South Brisbane's Best Complex
              ",68," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/SOUTHBRISBANE-QLD-3883603
"RIVERHILLS,", Raas Group,"Robert Collins,Robert Collins","0 years,","21 years,","25 years,"," 
                       ","Quiet hilltop location, good aspect. Minimum duties. Large managers unit. ,Please contact Exclusive Agent Robert Collins on or , ",40000, 3 weeks ago.,8,0,0,4, 0,3.0,1," ,
                        ",0,17,"Yes,",510000, 3882875,40000,"simple quiet complex
              ",26," 
                       ",390000,https://www.TheOnsiteManager.com.au/permanent-management-rights/RIVERHILLS-QLD-3882875
"Indooroopilly,", Resort Brokers,"Nathan Eades,Nathan Eades","0 years,","25 years,","25 years,"," 
                       ",Westside Indooroopilly is destined to be one of the jewel in the Brisbane Management Rights market. Arguably the best complex in the area in recent times netting well over $300k.,292823, 1 year ago.,83,0,3,3, 1,4.6,0," ,
                        ",0,0,"no,",1953485, 3853755,124950,"The Best of the West? OTP Complex in Indooroopilly | Resort Brokers ID : OTP004668
              ",119," 
                       ",606500,https://www.TheOnsiteManager.com.au/permanent-management-rights/Indooroopilly-QLD-3853755
"MCDOWALL,", Raas Group,"Peter Sagner,Peter Sagner","0 years,","2 years,","25 years,"," 
                       ","An ideal one person business.  With 79% of the income securely derived from the caretaking salary.  There is room to grow the letting income by capturing the rentals held by outside agents.,The Principle Committee oversees the common areas shared by the Apartment and House Committees. ,Superb amenities and location viz: only 9km from the CBD; Prince Charles Hospital; walking distance to McDowall State School and only minutes to the North-side Christian College.,This is a low work load complex with a comfortable and spacious home to live in.  All you have to do is inspect and see the benefits for yourself.,To inspect contact Exclusive Broker Peter Sagner or e-mail , ",62594, 2 months ago.,9,0,0,3, 0,3.3,1," ,
                        ",0,19,"Yes,",675000, 3879470,50380,"Caretaker absolutely must retire!
              ",38," 
                       ",470000,https://www.TheOnsiteManager.com.au/permanent-management-rights/MCDOWALL-QLD-3879470
"Bulimba,", Management Rights Sales,"Greg Jorgensen,Greg Jorgensen","0 years,","0 years,","0 years,"," Swimming pools, BBQs, Security parking, Gym, Storage, Cable TV, CCTV, Broadband and Wi-Fi
                       ","Brisbane Management Rights For Sale,Management Rights are rarely sold in the prestigious suburb of Bulimba, and with a restricted number available this is definitely an opportunity to consider.,This unique business is a combined lifestyle and income, which is superbly set up. Located river side and park side, within the highly reputable suburb of Bulimba. This profitable premium management rights consists of 3 separate buildings, boasting the best quality facilities in Bulimba, which makes the apartments easy to rent for a premium.  It is also a short walk to Bulimbas renowned Restaurant and shopping precinct in Oxford Street.,- High Quality,- Long term agreements,- Strong rental yield location,- Revenue growth opportunities,- Manageable caretaking duties,- Stunning premier apartments,- Separate custom designed office,- Large managers apartment,- No set office hours,Managers residence is a beautifully appointed apartment:,- 3 bedrooms,- 2 bathrooms,- Ducted Air Conditioning,- SMEG appliances,- Stone bench tops,- Large balcony,- 2 car parks,- Courtyard,- Freshly Painted,- Separate connecting office,Resident exclusive amenities include 20m lap pool, pool side BBQ, sun lounge area, gym, and secure car parking. Beyond the apartment, enjoy an easy stroll and the convenience to City Cat terminal, shopping, dining, parks, play grounds, sporting clubs and schools.,This complex is pet friendly and a short stroll to nearby Bulimba River Park with off leash dog area. Picturesque Bulimba is an outstanding postcode and offers the complete package. Bustling Oxford Street is close at hand, City Cat and bus services are within walking distance with services to the CBD.,Every lifestyle component is really at your fingertips. Its a large size secure income business, with remuneration weight over 60% of current gross net income. The added benefits of such a wonderfully situated community this business is an extremely attractive buy. Well designed building lay out with common areas, completed to a high standard in comparison with the majority of competing product.,Net Profit: $205,000,Asking Price: $2,123,000,(Inclusive of managers real estate),For further information or to arrange an inspection of this Brisbane management rights business for sale contact:,Exclusive Broker,Greg Jorgensen,Servicing QLD ",205000, 2 weeks ago.,30,0,2,3, 2,5.1,0," As per agreements,
                        ",13,54,"No,","$2,123,000 THREE COMPLEXES", 3883156,141390,"QUALITY, STYLE, LOCATION, OPPORTUNITY - ID 8892
              ",97," Well appointed inner city town home, High quality design, Open plan, High ceilings, Ducted air conditioning, Smeg appliances, Large balcony
                       ",1078000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Bulimba-QLD-3883156
"East Brisbane,", Resort Brokers,"Gareth Closter,Gareth Closter","0 years,","25 years,","25 years,"," 
                       ","It was only a matter of time before the trendy suburb of East Brisbane saw the emergence of a building of this quality. The Welllington is a unique retail and living management rights (genuine business only), located in the heart of the suburb. Due for completion in October 2017, it presents a perfect opportunity for an experienced operator to add to their growing portfolio.",318926, 2 years ago.,102,0,0,2, 0,4.3,0," ,
                        ",0,0,"no,",1383717, 3836940,120650,"Business Only Management Rights - 23% Return!  | Resort Brokers ID : OTP004377
              ",127," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/EastBrisbane-QLD-3836940
"Bowen Hills,", Resort Brokers,"Nathan Eades,Nathan Eades","0 years,","25 years,","25 years,"," 
                       ","Omega Apartments consists of 130 spacious one and two bedroom apartments located within the $2.9 billion RNA urban renewal precinct. All of the apartments include spacious balconies, a secure car park and the two bedroom apartments comprise two bathrooms. Omega Apartments has four podium car park levels and 13 residential levels commencing on level five.",382230, 1 year ago.,,0,0,0, 0,3.8,0," ,
                        ",0,0,"no,",1452443, 3845448,0,"Designer Apartments in Elevated Inner City Location - Business Only OTP MLR | Resort Brokers ID : OTP004472
              ",," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/BowenHills-QLD-3845448
"Bulimba,", Resort Brokers,"Brent Staker,Brent Staker","0 years,","25 years,","25 years,"," 
                       ","Eastpark Bulimba is a brand new, low-rise management rights development in the, much desired, riverside suburb of Bulimba. This premium apartment complex, constructed by reputable developer DeLuca, consists of 79 contemporary apartments and beautiful communal pool facilities.",190805, 1 year ago.,26,0,1,1, 0,3.5,0," ,
                        ",0,0,"no,",1136817, 3859644,128000,"Great Value in Riverside Suburb with a 3.5 Multiplier | Resort Brokers ID : OTP004834
              ",79," 
                       ",469000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Bulimba-QLD-3859644
"Oxley,", Resort Brokers,"Nathan Eades,Nathan Eades","0 years,","25 years,","25 years,"," 
                       ","Pavilions on Parkvue is offered to the market exclusively by Resort Brokers Australia. The large, spacious and beautifully appointed 3 and 4 bedroom pavilion homes will surround a luxurious resort styled swimming pool and recreational area in the South West growth corridor of Brisbane.",172494, 1 year ago.,48,0,0,0, 0,4.3,0," ,
                        ",0,0,"yes,",740000, 3860670,66000,"Price Reduced, Projections Reviewed based on Market Feedback!  | Resort Brokers ID : MRB004850
              ",66," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/Oxley-QLD-3860670
"Toowong,", Resort Brokers,"Tim Crooks,Tim Crooks","0 years,","25 years,","25 years,"," Stunning rooftop activation with city skyline views, infinity edge swimming pool, outdoor entertainment area, rooftop cinema, ground floor retail spaces
                       ",A captivating proposition for an experienced operator to establish an elite management rights business in the distinguished suburb of Toowong.,578812, 10 months ago.,,0,0,0, 0,4.8,0," No set hours,
                        ",0,0,"yes,",2778296, 3866580,268800,"Toowong's Only OTP Management Rights Netting $578K | Resort Brokers ID : OTP004981
              ",221," No requirement to live on-site. Apartments available to invest or occupy
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/Toowong-QLD-3866580
"Bulimba,", Resort Brokers,"Brent Staker,Brent Staker","0 years,","10 years,","25 years,"," Pool and mooring spaces
                       ",Fantastic and very rare opportunity to take on a small but solid business in the heart of Bulimba. Ideal for a new operator or existing manager seeking an easy add-on with just 26 apartments in the complex. This manageable sized business has great flexibility with no requirement to reside onsite and no real estate to purchase. Minimal workload with sufficient storage space for tools and equipment to be held on-site.,32500, 3 months ago.,,0,0,0, 0,4.2,0," N/A,
                        ",0,0,"yes,",135000, 3878706,32500,"Caretaking-Only In Bulimbaâ Minutes' Walk to Oxford Street | Resort Brokers ID : MRC005276
              ",26," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/Bulimba-QLD-3878706
"Norman Park,",,"Adrian Wylde,Adrian Wylde","17 years,","23 years,","25 years,"," Fantastic opportunity to purchase the management rights and managerâs residence to a high-performing business that has seen substantial growth and improvement under the current management, yet still leaves significant upside potential for a new operator, Total of 40 apartments - 23 managed in the onsite letting pool, Well-maintained/spacious, light and airy three bedroom managerâs residence with private courtyard, Lengthy tenure to agreement with 23 years remaining on tenure,No set office hours,Excellent location in the heart of Norman Park, Standalone office and workshop on occupation, Several identifiable areas for future growth and improvement, Stylish and modern upgrade work recently completed in common areas, Low maintenance gardens, Easily run pool area, BC salary of \$49,700 with annual increase as per CPI for next 23 years
                       ",,94000, 2 weeks ago.,23,0,2,3, 2,4.4,1," As Required,
                        ",3,13,"Yes,",993000, 3878737,49700,"Great Permanent Complex!!
              ",40," Spacious 3 Bedroom Unit, with sizeable courtyard and deck! Wooden Floor in Dining\Entertainment Area.
                       ",580000,https://www.TheOnsiteManager.com.au/permanent-management-rights/NormanPark-QLD-3878737
"Newstead,", Resort Brokers,"Tim Crooks,Tim Crooks","0 years,","25 years,","25 years,"," Concierge, health&wellness centre
Private residentsâ lounge and dining with associated kitchen,
Podium level outdoor landscaped terrace and fire pit
Outdoor kitchen/BBQ and dining
Communal space and island bar
Billiard table, private theatre room
Landscaped rooftop garden terrace with outdoor kitchen/BBQ and dining
Pools and spa
Outdoor cinema
Putting green and lounging areas
                       ","Highly anticipated, Kokodas premier Brisbane development, Chester&Ella, is a residential oasis with upscale hotel amenity situated in the heart of energetic Newstead",919481, 11 months ago.,,0,2,2, 1,5.1,0," 8am-5pm M-F, 8am-12pm Sat,
                        ",0,0,"yes,",4689353, 3865268,350000,"2 Towers, 319 Apartments, 1 Body Corporate | Resort Brokers ID : OTP004954
              ",319," Ground floor apartment - located in Ella
Total living area of 87m2, including a 16m2 outdoor terrace.
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/Newstead-QLD-3865268
"Bridgeman Downs,", Resort Brokers,"Alex Cook,Alex Cook","0 years,","25 years,","25 years,"," 
                       ","Great opportunity to purchase the management rights to this well-established villa / townhouse complex that genuinely ticks all the boxes agreements recently topped up to 23 years, easy to operate, ability to live off-site, spacious managers residence, scope for growth",285713, 6 months ago.,72,0,0,4, 0,7.2,0," ,
                        ",2,0,"yes,",2060000, 3872477,0,"The Perfect MR in Peaceful Bridgeman Downs | Resort Brokers ID : MR005136
              ",113," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/BridgemanDowns-QLD-3872477
"Albany Creek,", Resort Brokers,"Brent Staker,Brent Staker","0 years,","25 years,","25 years,"," 
                       ","Resort Brokers Australia offers you Preston Point, located in Albany Creek. This large, 3 stage 'off the plan' townhouse complex consists of 2, 3 and 4 bedroom pavilion homes",169861, 1 year ago.,50,0,0,0, 0,4.1,1," ,
                        ",0,0,"yes,",699000, 3860651,81400,"Amazing Off The Plan Luxury Townhouse Complex - 23% ROI | Resort Brokers ID : MRB004849
              ",74," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/AlbanyCreek-QLD-3860651
"Woolloongabba,", Resort Brokers,"Nathan Eades,Nathan Eades","0 years,","18 years,","25 years,"," 
                       ","Gabba Lifestyle Managers owns and runs 2 management rights within walking distance of each other in the central Gabba area of central Brisbane. The current owners outsource all duties to property management staff and a part time caretaker (all wages added back to the P&L) and have a very passive role in the businesses. The caretaking of the buildings are ridiculously low, in fact the two easiest buildings we have ever sold!",235615, 1 month ago.,,0,0,0, 0,5.4,0," ,
                        ",0,0,"no,",1270000, 3881236,0,"Two of the Easiest Businesses with No Real-Estate | Resort Brokers ID : MR005250
              ",69," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/Woolloongabba-QLD-3881236
"Greenslopes,", Resort Brokers,"Jessica  Wilkie,Jessica  Wilkie","0 years,","19 years,","25 years,"," Pool, Gazebo
                       ","Enjoy flexibility and lifestyle just 4 kms from Brisbane CBD. Option to reside in well-appointed freestanding 3 bedroom, 2.5 bathroom house with attached office.  No set office hours&option to live offsite. 19.5 year-long agreements have been recently topped up. Secure letting pool, option to grow income with a hands on manager.",174562, 2 months ago.,41,0,3,3, 2,4.8,1," None,
                        ",0,0,"yes,",1487897, 3879522,94126,"Low-Rise Complex in Greenslopes, Nett $174k&3 Bedroom Freestanding House  | Resort Brokers ID : MR005301
              ",65," spacious open plan, 3 bedrooms, 2.5 bathroom, separate laundry, large rear courtyard
                       ",650000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Greenslopes-QLD-3879522
"Brisbane,", Resort Brokers,"Gareth Closter,Gareth Closter","0 years,","24 years,","25 years,"," 12 level high rise, Courtyards and balconies, High quality finishes, Tranquil suburban street, Exclusive rooftop terrace with BBQ
                       ","Boasting an incredible inner-city location with access to a huge variety of amenity and city views. Recently established, this is an exciting chance to own a high income business without having to own real estate or live on-site.",415010, 3 months ago.,104,0,0,0, 0,6.3,0," No set hours,
                        ",8,23,"yes,",2617058, 3879228,1100,"City Fringe Location,  Business-Only Netting $407K | Resort Brokers ID : MRB005199
              ",157," 
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/Brisbane-QLD-3879228
"Brisbane,", Resort Brokers,"Nathan Eades,Nathan Eades","0 years,","24 years,","25 years,"," Rooftop pavilion with swimming pool, seating areas and covered sections with BBQ facilities
                       ","Near-new building with no requirement to reside on-site!  A genuine business-only management rights sale in a thriving inner-city village-style precinct.  Stunning rooftop activation with city skyline views, pool and residents communal area. Well-established business operation, fully tenanted and long-term agreement remaining giving the new managers superb income security.",290896, 1 month ago.,64,0,0,0, 0,5.8,0," no set office hours,
                        ",6,18,"yes,",1687196, 3879229,1200,"Business-Only Management Rights Netting $286K | Resort Brokers ID : MRB005201
              ",93," 9 level building
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/Brisbane-QLD-3879229
"Springwood,", Resort Brokers,"Jessica  Wilkie,Jessica  Wilkie","0 years,","25 years,","25 years,"," pool and bbq area
                       ","Secure the Management Rights for a suburban townhouse complex of 57 units completed November 2017. Solid Body corporate Salary of $68,400. Enjoy your lifestyle in a luxury 4 bedroom + office managers unit!",75612, 4 months ago.,6,0,2,4, 1,4.5,1," not in caretaking agreement,
                        ",6,44,"yes,",885254, 3876639,68400,"Lifestyle! Securityâ  Brand New 25 Year Agreements! Minimal Caretaking!  | Resort Brokers ID : MR005232
              ",57," four bedroom, two bathroom , attached office, single lock-up garage, sleek kitchen, stone benchtops, european appliances, gas cooktops, open plan lounge
                       ",545000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Springwood-QLD-3876639
"Bulimba,", Resort Brokers,"Brent Staker,Brent Staker","0 years,","20 years,","25 years,"," Two pools, two BBQs
                       ","Resort Brokers Australia is excited to offer to the market Park and River Reach. These two management rights complexes are located next door to each other with the ability to live on or off-site in the suburb of Bulimba. This is one of Brisbanes most desirable riverside locations. The growth in this area has increased significantly in the past ten years. This business suits first time and experienced operators.,• Absolutely amazing location in one Brisbane’s most desirable suburbs,• Great opportunity for further growth,• Experienced operators to assist with the transition of new purchaser,• Stunning manager’s residence,• No requirement to reside onsite,• A quality mix of one, two and three bedroom apartments,• Strong agreements/strong sinking fund amounts,• Additional outside rent roll of 12,• Simple and easy caretaking duties",231000, 1 week ago.,52,0,2,3, 2,5.2,1," ,
                        ",11,44,"yes,",1985000, 3878757,118131,"Blue Chip Bulimba Management Rights Netting 231K | Resort Brokers ID : MR005278
              ",95," Ground floor, spacious lounge room, large dinning space, modern kitchen, outside desk that is undercover, walk up street access with a locked gate, parkland views, own garden courtyard, built-in wardrobes, undercover carparks, secure lift access from basement area.
                       ",785000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Bulimba-QLD-3878757
"Hillcrest,", Resort Brokers,"Jessica  Wilkie,Jessica  Wilkie","0 years,","24 years,","25 years,"," Pool, BBQ, gym
                       ","Live in the beautiful southside suburb of Hillcrest and earn a generous remuneration salary of $72,474 (net profit of $158,014). Manage 53 units in this outstanding 60 unit complex all while enjoying a flexible work/life balance.",158000, 4 months ago.,52,0,2,3, 2,4.8,1," NIL,
                        ",0,0,"yes,",1199000, 3875908,72474,"Must Sell Due to Serious Health Issues - Perfect for First Time Buyer | Resort Brokers ID : MR005226
              ",60," Spacious, open plan, three-bedroom, two-bathroom, double lockup garage, townhouse. Has own street access within the complex. Grassed backyard and own garden. Modern kitchen with stainless appliances and large island bench. King-sized master bedroom and queen sized guest rooms.
                       ",440000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Hillcrest-QLD-3875908
"Taringa,", Mr Brady (Management Rights),"Don Brady,Don Brady","13 years,","12 years,","25 years,"," 
                       ","This is a Caretaking Only Business requiring a few short hours per work to operate. Only in a complex of 9 units with minimal work.,This can be a nice second income for the right person with no licensing required to operate or an add on to another business nearby. There is an annual increase to the Body Corporate Salary of 3% or CPI whichever is the greater.,Pick up the phone now as these caretaking only businesses do not last long. ",15253, 2 months ago.,,0,0,0, 0,3.9,0," NONE REQUIRED,
                        ",2,7,"No,",UNDER CONTRACT, 3878553,15773,"Caretaking Only Business
              ",9," NO MANAGERS UNIT TO PURCHASE
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/Taringa-QLD-3878553
"Windsor,", Raine & Horne Onsite Rights,"Joanne Piercy,Joanne Piercy","2 years,","23 years,","25 years,"," Remote access to car park area.Intercom system. NBN ready. Storage areas for the managers use.
                       ","Just listed.,This extremely appealing complex that ticks all of the wish list boxes for a purchaser.,No Office hours.,No requirement to live on site.,Long term agreements.,Great tenant appeal due to the location and unit inclusions.,Easy to maintain grounds.,Well run business allowing for a smooth transition period at purchase.,Good committee relationship.,Maintenance done by a handyman.,P & L verified by an industry accountant.,Excellent standalone or add on business. ",131612, 2 weeks ago.,42,0,0,0, 0,0.0,0," None,
                        ",1,1,"Yes,",710000, 3883221,49600,"Business Only Mangement Rights in Prime Location
              ",44," No unit to buy and no requirement to live onsite.
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/Windsor-QLD-3883221
"Bowen Hills,", Resort Brokers,"Gareth Closter,Gareth Closter","0 years,","25 years,","25 years,"," There are no common facilities that would add duties to the caretakers workload.
                       ",This modern apartment building offers the successful buyer a great opportunity to secure a low maintenance building that is well positioned in the letting market and is always full.,86535, 2 months ago.,28,0,0,0, 0,4.6,0," Nil,
                        ",5,1,"yes,",398061, 3880536,37000,"Inner-City Business Only Management Rights With Attractive Multiplier! | Resort Brokers ID : MRB005319
              ",37," Nil
                       ",0,https://www.TheOnsiteManager.com.au/permanent-management-rights/BowenHills-QLD-3880536
"Griffin,", Liz Lavender Management Rights,"LIZ LAVENDER,LIZ LAVENDER","2 years,","23 years,","25 years,"," Easy care grounds
                       ","Impressive 2 year old permanent, first time offered for sale.  Large freestanding home and excellent business opportunity.  Northern suburbs of Brisbane near train, shops and M1.   CALL TODAY FOR DETAILS.,IDEAL FOR LIFESTYLE COMPLEX AND IDEAL FOR BEGINNERS. ",200000, 6 days ago.,68,0,2,3, 2,5.2,1," Nil,
                        ",0,0,"No,",1505000, 3883154,89315,"LARGE PERMANENT - AS NEW!!!
              ",71," Freestanding villa with private yard  undercover entertaining area. Double lock up garage.  Large open plan lounge and  dining room, gourmet kitchen and spacious bedrooms.
                       ",465000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Griffin-QLD-3883154
"Taigum,", Resort Brokers,"Jane Fang,Jane Fang","0 years,","21 years,","25 years,"," Wi-Fi, Foxtel, Pool, BBQ
                       ","These two cracking management rights businesses must be sold together. Located next door to each other in the suburb of Taigum, which is becoming a very popular North Brisbane location.",264498, 2 months ago.,52,0,2,3, 0,5.2,1," No hours,
                        ",18,0,"yes,",1750000, 3880381,189432,"Cracking Management Rights Opportunity in Taigum | Resort Brokers ID : MR005318
              ",125," It is an open three bedroom, two bathroom
townhouse. It features air conditioning and ceiling
fans throughout.
The layout of the residence features a nice kitchen with bench
space with living and dining together giving an open plan feel. The
bedrooms are all neat and tidy with the master bedroom
consisting of built in wardrobe and ensuite.
The outdoor living space is perfect for children and/or a small pet.
The office is exclusive-use to the manager and on title. This office
is of medium size with a separate entry to service tenants and
owners.
Equipment in the office is part of the sale and will be passed onto
the incoming manager.
                       ",380000,https://www.TheOnsiteManager.com.au/permanent-management-rights/Taigum-QLD-3880381
