price_des,crawl_date,floorplan,car,indoor_feature,bed,property_type,other_feature,agent,property_id,rental_yield,bathroom,median_rent,post_code,street_address,title,outdoor_feature,suburb,url,agency,date_available,price,allowance,bond,description 
$380 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Toilets:,3,Air Conditioning",[3],Townhouse,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden,  GAS cooking",Sharon Wendt,[418982626],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4077,77/31 Yerongpan Street,"DOUBLE GARAGE unit,  NBN & Foxtel","Secure Parking,Garage Spaces:,2,Swimming Pool - Inground",Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-418982626,Raine & Horne - Onsite Sales,Thu 11-Oct-18,$380 per week,,"$1,520","This   property is in a great location tucked away in a quiet estate, close to trains, shops, and major highways. A few minutes drive takes you to walks and parks in Forest Lake or to a few larger shopping centers nearby. "
$450 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Toilets:,2,Floorboards,Built-in Wardrobes,Dishwasher,Rumpus Room",[4],House,Ceiling Fans,Fiona Hayward,[424620386],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4074,12 Troop Street,Stylish and Convenient,"Carport Spaces:,2,Balcony,Deck,Outdoor Entertaining Area",Jamboree Heights,https://www.realestate.com.au/property-house-qld-jamboree+heights-424620386,Maison Real Estate -  Mount Ommaney,Sat 13-Oct-18,$450 per week,,"$1,800",Family home with a bit of flair - this property is conveniently located in an elevated position handy to all the local facilities.
$290 per week,"[datetime.date(2018, 9, 26)]",Not provided,,"Toilets:,1",[2],House,"Close to Schools, Close to Shops, Close to Transport",Jacqui Price,[415348311],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4076,,Central location to train and shops,,Darra,https://www.realestate.com.au/property-house-qld-darra-415348311,Ray White - Middle Park,Available Now,$290 per week,,"$1,160",This home is very cosy and would suit a single person or couple.
$250.00 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],,[2],Unit,,Melina Reardon,[424474030],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4076,2/32 Harcourt Road,Tidy 2 Bedroom Unit - Close to Train!,"Garage Spaces:,1",Darra,https://www.realestate.com.au/property-unit-qld-darra-424474030,First National - Springfield,Available Now,$250.00 per week,,"$1,000","Introducing this tidy unit offering 2 spacious bedrooms, main with built in wardrobe, there is a carpeted lounge room with air conditioning. Kitchen is well appointed with plenty of storage (overheads) and electric appliances. Close to Darra train station, Darra State School and great access to Ipswich Motorway, wont last long."
$400/w,"[datetime.date(2018, 9, 26)]",Not provided,[1],,[4],House,"Close to Schools, Close to Shops, Close to Transport",Michelle Nguyen,[419082038],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4076,17/35 Ashridge Rd,Large sized townhouse available soon!,"Secure Parking,Garage Spaces:,1",Darra,https://www.realestate.com.au/property-house-qld-darra-419082038,Rightway Realty - Darra,Available Now,$400/w,,"$1,600",This low maintenance & well looked after townhouse offers:
$350 p.w.,"[datetime.date(2018, 9, 26)]",Not provided,[2],,[3],House,Property Type: House,Harcourts Clayfield Rentals,[424504986],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4076,50/35 Ashridge Road,Darra Best Value - Phone: 3713 7755  to inspect,"Garage Spaces:,2",Darra,https://www.realestate.com.au/property-house-qld-darra-424504986,Harcourts - Clayfield,Available Now,$350 p.w.,,,This modern three bedroom house offers spacious open plan living dining and kitchen areas. The living area and main bedroom have air conditioning and there is a separate toilet. The house is situated close to schools shops transport and cafes and restaurants and is in a managed estate with CCTV. Rent is $350.00 per week Phone 0498001449  or 37137755  to inspect
410 + 3 weeks free rent,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Toilets:,4,Air Conditioning",[4],Townhouse,"Built-In Wardrobes, Close to Shops, Close to Transport, Garden",Bob Stalling,[424482010],"<span class=""rate""></span>",[3],"<span class=""price""></span>",4077,26/280 Government Road,Brand New - Ready for Occupancy,"Garage Spaces:,2",Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-424482010,Raine & Horne - Onsite Sales,Available Now,410 + 3 weeks free rent,,"$1,640","This brand new, 4 bedroom townhouse is available for rent NOW."
"$1,200 per week","[datetime.date(2018, 9, 26)]",Not provided,[4],"Ensuite:,2,Living Areas:,3,Toilets:,5,Alarm System,Intercom,Floorboards,Built-in Wardrobes,Dishwasher,Rumpus Room,Ducted Vacuum System,Ducted Heating,Ducted Cooling,Air Conditioning",[5],House,,Nick Mamara,[424472834],"<span class=""rate""></span>",[3],"<span class=""price""></span>",4069,,A Grand Home - It ticks all boxes...,"Remote Garage,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Deck,Courtyard,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground",Fig Tree Pocket,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424472834,Graceville Realty - Sherwood,Available Now,"$1,200 per week",Pet Friendly,,"This homes is ideal for Executive type - Family who wants to have Grandparents stay, as it offers a ground Floor Bedroom complete with ensuite, Family with Teenage or small children - Has its own Home Theatre,"
$390 pw,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Toilets:,1",[3],House,,Property Management Team,[424502602],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4076,19 Killarney Street,Walk To Darra Station & Shops,"Garage Spaces:,1",Darra,https://www.realestate.com.au/property-house-qld-darra-424502602,Professionals P J Torbey Real Estate -,Available Now,$390 pw,,"$1,600","** NO NEED TO REGISTER FOR INSPECTIONS, PLEASE TURN UP AT ANY ADVERTISED TIME **"
$480 wk,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Toilets:,1,Floorboards,Air Conditioning",[3],House,,John Crittenden,[424465354],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4069,33 Fenchurch Street,Well Presented Home in Ideal Location,"Secure Parking,Garage Spaces:,2,Courtyard",Fig Tree Pocket,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424465354,LJ Hooker - Kenmore,Available Now,$480 wk,,"$1,920","This neat 3 bedroom home is perfect for a couple or small family. Positioned in a quiet, tree-lined cul-de-sac with a North Easterly aspect it features polished timber floors, air-conditioning in the living area & main bedroom, galley style kitchen with dishwasher, raked ceiling with exposed beams and a double garage. No Pets Please."
$770 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Floorboards,Built-in Wardrobes,Dishwasher,Ducted Heating,Ducted Cooling",[3],House,,Property Management Department,[424520922],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4068,116 Leybourne Street,Looking for that gorgeous hamptons style home?,"Remote Garage,Secure Parking,Garage Spaces:,2,Balcony,Deck,Fully Fenced",Chelmer,https://www.realestate.com.au/property-house-qld-chelmer-424520922,Belle Property - Sherwood,Available Now,$770 per week,,"$3,080",*THIS PROPERTY IS TENANTED UNTIL THE END OF SEPTEMBER 2018. INSPECTION TIMES ARE LIMITED AND ONLY AVAILABLE AS SHOWN. PLEASE SUBMIT AN ENQUIRY THROUGH CONTACT MY AGENT OR BOOK BY SELECTING THE NEXT AVAILABLE INSPECTION*
$350 p/w,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Built-in Wardrobes,Air Conditioning",[4],House,"polished timber floors,garden,close to transport",Property Management Team,[424508646],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4077,32 Crocus Street,Plenty of space,"Garage Spaces:,1",Inala,https://www.realestate.com.au/property-house-qld-inala-424508646,Coulson Real Estate - Inala,Available Now,$350 p/w,,"$1,400","Neat and tidy 4 bedroom house with two toilets, air conditioning, built in robes, large modern kitchen, polished floor boards,lock up garage"
CONTACT AGENT,"[datetime.date(2018, 9, 26)]",Not provided,[4],"Split-system Air Conditioning,Air Conditioning",[4],House,0,"Jitendra Deo,Johnny Tabet",[424527082],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4077,7 Natalie Street,"24 SOLAR PANELS TO HELP REDUCE YOUR POWER BILL, GAS COOKTOP, HUGE UNDERCOVER REAR ENTERTAINING AREA","Remote Garage,Carport Spaces:,2,Garage Spaces:,2,Balcony,Courtyard,Outdoor Entertaining Area,Fully Fenced",Richlands,https://www.realestate.com.au/property-house-qld-richlands-424527082,Oxbridge,Available Now,CONTACT AGENT,,"$1,840",This imposing home has the following features:
$430 per week,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=420286850&theme=rea.rent,[1],"Toilets:,2,Air Conditioning",[4],House,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Separate Dining",Debbie Swales,[420286850],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4073,73 Glen Ross Road,4 BED. 2 BATH. AIR CONDITIONING - SINNAMON PARK FAMILY HOME,"Carport Spaces:,1",Sinnamon Park,https://www.realestate.com.au/property-house-qld-sinnamon+park-420286850,Ray White - Centenary,Available Now,$430 per week,Pet Friendly,"$1,720","This lovely low-set brick home situated in popular & sought after Sinnamon Park has plenty to offer for a family. Complete with air conditioning & a good sized rear patio, comfortable living and entertaining is easy. "
$365.00,"[datetime.date(2018, 9, 26)]",Not provided,[1],Built-in Wardrobes,[3],House,"internal laundry,modern bathroom,modern kitchen,close to parklands,close to schools,close to shops",Property Management Team,[424526422],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4075,12 Logan Avenue,Neat & Tidy Home,"Carport Spaces:,1,Deck",Oxley,https://www.realestate.com.au/property-house-qld-oxley-424526422,Coulson Real Estate - Inala,Available Now,$365.00,,,"This neat and tidy 3 bedroom house has security screens and tiles throughout the house.Built in robes, modern kitchen, internal laundry and lock up carport. Ceiling fans in all rooms. Inspections are by appoint only."
$355 per week,"[datetime.date(2018, 9, 26)]",Not provided,,,[2],House,0,Cartwright Property Group,[424533782],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4075,116 Park Terrace,SHERWOOD,,Sherwood,https://www.realestate.com.au/property-house-qld-sherwood-424533782,Cartwright Property Group - GRACEVILLE,Available Now,$355 per week,,"$1,420","- Sorry, no pets"
$370 pw,"[datetime.date(2018, 9, 26)]",Not provided,[2],,[3],House,,Property Management Team,[424535190],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4074,55 Bareena Street,Walk To The River,"Garage Spaces:,2",Jindalee,https://www.realestate.com.au/property-house-qld-jindalee-424535190,Professionals P J Torbey Real Estate -,Available Now,$370 pw,,"$1,480","** NO NEED TO REGISTER FOR INSPECTIONS, PLEASE TURN UP AT ANY ADVERTISED TIME **"
$360 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Toilets:,1,Built-in Wardrobes",[2],Townhouse,,Manager,[418154570],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4075,3/16 Skew Street,Spacious Sherwood Townhouse,"Secure Parking,Garage Spaces:,1,Deck,Courtyard,Outdoor Entertaining Area",Sherwood,https://www.realestate.com.au/property-townhouse-qld-sherwood-418154570,SeaScapeRE,Available Now,$360 per week,,"$1,440",This townhouse is in a block of only four. It is in a quiet location within easy walking distance to the train station and Sherwood road shopping precinct. 
$360 + 1 Week Free!,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Toilets:,3,Air Conditioning",[3],Townhouse,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Donald Tang,[424536686],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4077,26/19 Flower Place,$360 PW + 1 WEEK FREE!! ~ 2 Air-Con & NBN Available ~ QUIET ~ Gardening Service Free ~,"Secure Parking,Carport Spaces:,1,Garage Spaces:,1",Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-424536686,Raine & Horne - Onsite Sales,Fri 19-Oct-18,$360 + 1 Week Free!,,"$1,440",* $360pw Available on Oct 20th.
Why Rent When You Can Buy? Rent to Own Today!,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher,Air Conditioning",[4],Townhouse,,Charles Knight Property,[424540206],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4075,,Rent to Own Today! Low Deposit Finance Options Available for Both First and Second Home Buyers! (Full Time Employment Required $50k+ per year),"Secure Parking,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced",Oxley,https://www.realestate.com.au/property-townhouse-qld-oxley-424540206,Charles Knight Property - NEW FARM,Available Now,Why Rent When You Can Buy? Rent to Own Today!,Smokers,,"No Deposit, No Worries! "
$450 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],,[4],House,,Guardian Wacol,[424538018],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4074,3 Dray Court,4 BEDROOM HOME WITH TWO LIVING AREAS & AIRCON,"Garage Spaces:,2",Riverhills,https://www.realestate.com.au/property-house-qld-riverhills-424538018,Guardian Property & Asset Mgmt - Brisbane,Mon 05-Nov-18,$450 per week,,"$1,800",This property is located in a beautiful new estate close to Middle Park School and Mt Ommaney Shopping Center. 
$400,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Dishwasher,Air Conditioning",[3],House,"internal laundry,close to parklands,close to schools,close to shops",Property Management Team,[424629410],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4075,36 Lincoln Street,Good Family Home,"Carport Spaces:,1,Open Car Spaces:,1,Shed,Fully Fenced",Oxley,https://www.realestate.com.au/property-house-qld-oxley-424629410,Coulson Real Estate - Inala,Available Now,$400,,,This three bedroom high set house has got screens through out. It has an air conditioner and a dishwasher. All the bedroom comes with carpet flooring and the rest is tiles and vinyl. There is a secure parking and lots of storage space under the house. Inspections are by appointment only.
$430 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Toilets:,2,Floorboards,Air Conditioning",[3],House,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge",Jacqui Price,[414327571],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4074,11 Jindalee Street,Central in Jindalee,"Carport Spaces:,1",Jindalee,https://www.realestate.com.au/property-house-qld-jindalee-414327571,Ray White - Middle Park,Fri 05-Oct-18,$430 per week,Pet Friendly,"$1,720",This 3 bedroom home in Jindalee is close to all amenities.
$470 per week,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=416322125&theme=rea.rent,[2],"Toilets:,2,Air Conditioning",[5],House,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",Debbie Swales,[416322125],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4074,87 Curragundi Road,JINDALEE FAMILY HOME - 5 BED. 2 BATH GREAT LOCATION,"Carport Spaces:,2",Jindalee,https://www.realestate.com.au/property-house-qld-jindalee-416322125,Ray White - Centenary,Available Now,$470 per week,Pet Friendly,"$1,880","Ray White Centenary offers for rent this low set brick home suitable for a large family with great access to good quality schools and sporting facilities, as well as local shops and transport. The property also backs on and has direct access to the Jindalee Recreational Reserve. "
