bed,price_des,title,url,date_available,other_feature,median_rent,indoor_feature,car,outdoor_feature,bond,suburb,agent,agency,bathroom,property_type,allowance,description,price,floorplan,property_id,rental_yield,post_code,crawl_date,street_address 
[5],$470 per week,JINDALEE FAMILY HOME - 5 BED. 2 BATH GREAT LOCATION,https://www.realestate.com.au/property-house-qld-jindalee-416322125,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport","<span class=""price""></span>","Toilets:,2,Air Conditioning",[2],"Carport Spaces:,2","$1,880",Jindalee,Debbie Swales,Ray White - Centenary,[2],House,Pet Friendly,"Ray White Centenary offers for rent this low set brick home suitable for a large family with great access to good quality schools and sporting facilities, as well as local shops and transport. The property also backs on and has direct access to the Jindalee Recreational Reserve. ","$470,$470,",https://www.realestate.com.au/floorplan_new.ds?id=416322125&theme=rea.rent,[416322125],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",87 Curragundi Road
[3],$400,Good Family Home,https://www.realestate.com.au/property-house-qld-oxley-424629410,Available Now,"internal laundry,close to parklands,close to schools,close to shops","<span class=""price""></span>","Dishwasher,Air Conditioning",[2],"Carport Spaces:,1,Open Car Spaces:,1,Shed,Fully Fenced",,Oxley,Property Management Team,Coulson Real Estate - Inala,[1],House,,This three bedroom high set house has got screens through out. It has an air conditioner and a dishwasher. All the bedroom comes with carpet flooring and the rest is tiles and vinyl. There is a secure parking and lots of storage space under the house. Inspections are by appointment only.,"$400,$400,",Not provided,[424629410],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",36 Lincoln Street
[2],$290 per week,Central location to train and shops,https://www.realestate.com.au/property-house-qld-darra-415348311,Available Now,"Close to Schools, Close to Shops, Close to Transport","<span class=""price""></span>","Toilets:,1",,,"$1,160",Darra,Jacqui Price,Ray White - Middle Park,[1],House,,This home is very cosy and would suit a single person or couple.,"$290,$290,",Not provided,[415348311],"<span class=""rate""></span>",4076,"[datetime.date(2018, 9, 26)]",
[2],$250.00 per week,Tidy 2 Bedroom Unit - Close to Train!,https://www.realestate.com.au/property-unit-qld-darra-424474030,Available Now,,"<span class=""price""></span>",,[1],"Garage Spaces:,1","$1,000",Darra,Melina Reardon,First National - Springfield,[1],Unit,,"Introducing this tidy unit offering 2 spacious bedrooms, main with built in wardrobe, there is a carpeted lounge room with air conditioning. Kitchen is well appointed with plenty of storage (overheads) and electric appliances. Close to Darra train station, Darra State School and great access to Ipswich Motorway, wont last long.","$250,$250,",Not provided,[424474030],"<span class=""rate""></span>",4076,"[datetime.date(2018, 9, 26)]",2/32 Harcourt Road
[5],"$1,200 per week",A Grand Home - It ticks all boxes...,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424472834,Available Now,,"<span class=""price""></span>","Ensuite:,2,Living Areas:,3,Toilets:,5,Alarm System,Intercom,Floorboards,Built-in Wardrobes,Dishwasher,Rumpus Room,Ducted Vacuum System,Ducted Heating,Ducted Cooling,Air Conditioning",[4],"Remote Garage,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Deck,Courtyard,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground",,Fig Tree Pocket,Nick Mamara,Graceville Realty - Sherwood,[3],House,Pet Friendly,"This homes is ideal for Executive type - Family who wants to have Grandparents stay, as it offers a ground Floor Bedroom complete with ensuite, Family with Teenage or small children - Has its own Home Theatre,","$1,200,$1,200,",Not provided,[424472834],"<span class=""rate""></span>",4069,"[datetime.date(2018, 9, 26)]",
[4],$350 p/w,Plenty of space,https://www.realestate.com.au/property-house-qld-inala-424508646,Available Now,"polished timber floors,garden,close to transport","<span class=""price""></span>","Built-in Wardrobes,Air Conditioning",[1],"Garage Spaces:,1","$1,400",Inala,Property Management Team,Coulson Real Estate - Inala,[1],House,,"Neat and tidy 4 bedroom house with two toilets, air conditioning, built in robes, large modern kitchen, polished floor boards,lock up garage","$350,$350,",Not provided,[424508646],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",32 Crocus Street
[4],$400/w,Large sized townhouse available soon!,https://www.realestate.com.au/property-house-qld-darra-419082038,Available Now,"Close to Schools, Close to Shops, Close to Transport","<span class=""price""></span>",,[1],"Secure Parking,Garage Spaces:,1","$1,600",Darra,Michelle Nguyen,Rightway Realty - Darra,[2],House,,This low maintenance & well looked after townhouse offers:,"$400,$400,",Not provided,[419082038],"<span class=""rate""></span>",4076,"[datetime.date(2018, 9, 26)]",17/35 Ashridge Rd
[4],410 + 3 weeks free rent,Brand New - Ready for Occupancy,https://www.realestate.com.au/property-townhouse-qld-richlands-424482010,Available Now,"Built-In Wardrobes, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,4,Air Conditioning",[2],"Garage Spaces:,2","$1,640",Richlands,Bob Stalling,Raine & Horne - Onsite Sales,[3],Townhouse,,"This brand new, 4 bedroom townhouse is available for rent NOW.",,Not provided,[424482010],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",26/280 Government Road
[3],$390 pw,Walk To Darra Station & Shops,https://www.realestate.com.au/property-house-qld-darra-424502602,Available Now,,"<span class=""price""></span>","Toilets:,1",[1],"Garage Spaces:,1","$1,600",Darra,Property Management Team,Professionals P J Torbey Real Estate -,[1],House,,"** NO NEED TO REGISTER FOR INSPECTIONS, PLEASE TURN UP AT ANY ADVERTISED TIME **","$390,$390,",Not provided,[424502602],"<span class=""rate""></span>",4076,"[datetime.date(2018, 9, 26)]",19 Killarney Street
[3],$350 p.w.,Darra Best Value - Phone: 3713 7755  to inspect,https://www.realestate.com.au/property-house-qld-darra-424504986,Available Now,Property Type: House,"<span class=""price""></span>",,[2],"Garage Spaces:,2",,Darra,Harcourts Clayfield Rentals,Harcourts - Clayfield,[2],House,,This modern three bedroom house offers spacious open plan living dining and kitchen areas. The living area and main bedroom have air conditioning and there is a separate toilet. The house is situated close to schools shops transport and cafes and restaurants and is in a managed estate with CCTV. Rent is $350.00 per week Phone 0498001449  or 37137755  to inspect,"$350,$350,",Not provided,[424504986],"<span class=""rate""></span>",4076,"[datetime.date(2018, 9, 26)]",50/35 Ashridge Road
[4],$430 per week,4 BED. 2 BATH. AIR CONDITIONING - SINNAMON PARK FAMILY HOME,https://www.realestate.com.au/property-house-qld-sinnamon+park-420286850,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Separate Dining","<span class=""price""></span>","Toilets:,2,Air Conditioning",[1],"Carport Spaces:,1","$1,720",Sinnamon Park,Debbie Swales,Ray White - Centenary,[2],House,Pet Friendly,"This lovely low-set brick home situated in popular & sought after Sinnamon Park has plenty to offer for a family. Complete with air conditioning & a good sized rear patio, comfortable living and entertaining is easy. ","$430,$430,",https://www.realestate.com.au/floorplan_new.ds?id=420286850&theme=rea.rent,[420286850],"<span class=""rate""></span>",4073,"[datetime.date(2018, 9, 26)]",73 Glen Ross Road
[2],$360 per week,Spacious Sherwood Townhouse,https://www.realestate.com.au/property-townhouse-qld-sherwood-418154570,Available Now,,"<span class=""price""></span>","Toilets:,1,Built-in Wardrobes",[1],"Secure Parking,Garage Spaces:,1,Deck,Courtyard,Outdoor Entertaining Area","$1,440",Sherwood,Manager,SeaScapeRE,[2],Townhouse,,This townhouse is in a block of only four. It is in a quiet location within easy walking distance to the train station and Sherwood road shopping precinct. ,"$360,$360,",Not provided,[418154570],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",3/16 Skew Street
[3],$770 per week,Looking for that gorgeous hamptons style home?,https://www.realestate.com.au/property-house-qld-chelmer-424520922,Available Now,,"<span class=""price""></span>","Floorboards,Built-in Wardrobes,Dishwasher,Ducted Heating,Ducted Cooling",[2],"Remote Garage,Secure Parking,Garage Spaces:,2,Balcony,Deck,Fully Fenced","$3,080",Chelmer,Property Management Department,Belle Property - Sherwood,[2],House,,*THIS PROPERTY IS TENANTED UNTIL THE END OF SEPTEMBER 2018. INSPECTION TIMES ARE LIMITED AND ONLY AVAILABLE AS SHOWN. PLEASE SUBMIT AN ENQUIRY THROUGH CONTACT MY AGENT OR BOOK BY SELECTING THE NEXT AVAILABLE INSPECTION*,"$770,$770,",Not provided,[424520922],"<span class=""rate""></span>",4068,"[datetime.date(2018, 9, 26)]",116 Leybourne Street
[3],$365.00,Neat & Tidy Home,https://www.realestate.com.au/property-house-qld-oxley-424526422,Available Now,"internal laundry,modern bathroom,modern kitchen,close to parklands,close to schools,close to shops","<span class=""price""></span>",Built-in Wardrobes,[1],"Carport Spaces:,1,Deck",,Oxley,Property Management Team,Coulson Real Estate - Inala,[1],House,,"This neat and tidy 3 bedroom house has security screens and tiles throughout the house.Built in robes, modern kitchen, internal laundry and lock up carport. Ceiling fans in all rooms. Inspections are by appoint only.","$365,$365,",Not provided,[424526422],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",12 Logan Avenue
[4],CONTACT AGENT,"24 SOLAR PANELS TO HELP REDUCE YOUR POWER BILL, GAS COOKTOP, HUGE UNDERCOVER REAR ENTERTAINING AREA",https://www.realestate.com.au/property-house-qld-richlands-424527082,Available Now,0,"<span class=""price""></span>","Split-system Air Conditioning,Air Conditioning",[4],"Remote Garage,Carport Spaces:,2,Garage Spaces:,2,Balcony,Courtyard,Outdoor Entertaining Area,Fully Fenced","$1,840",Richlands,"Jitendra Deo,Johnny Tabet",Oxbridge,[2],House,,This imposing home has the following features:,,Not provided,[424527082],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",7 Natalie Street
[3],$370 pw,Walk To The River,https://www.realestate.com.au/property-house-qld-jindalee-424535190,Available Now,,"<span class=""price""></span>",,[2],"Garage Spaces:,2","$1,480",Jindalee,Property Management Team,Professionals P J Torbey Real Estate -,[1],House,,"** NO NEED TO REGISTER FOR INSPECTIONS, PLEASE TURN UP AT ANY ADVERTISED TIME **","$370,$370,",Not provided,[424535190],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",55 Bareena Street
[4],$450 per week,4 BEDROOM HOME WITH TWO LIVING AREAS & AIRCON,https://www.realestate.com.au/property-house-qld-riverhills-424538018,Mon 05-Nov-18,,"<span class=""price""></span>",,[2],"Garage Spaces:,2","$1,800",Riverhills,Guardian Wacol,Guardian Property & Asset Mgmt - Brisbane,[2],House,,This property is located in a beautiful new estate close to Middle Park School and Mt Ommaney Shopping Center. ,"$450,$450,",Not provided,[424538018],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",3 Dray Court
[3],$360 + 1 Week Free!,$360 PW + 1 WEEK FREE!! ~ 2 Air-Con & NBN Available ~ QUIET ~ Gardening Service Free ~,https://www.realestate.com.au/property-townhouse-qld-richlands-424536686,Fri 19-Oct-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden","<span class=""price""></span>","Toilets:,3,Air Conditioning",[2],"Secure Parking,Carport Spaces:,1,Garage Spaces:,1","$1,440",Richlands,Donald Tang,Raine & Horne - Onsite Sales,[2],Townhouse,,* $360pw Available on Oct 20th.,"$360,$360,",Not provided,[424536686],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",26/19 Flower Place
[3],$430 per week,Central in Jindalee,https://www.realestate.com.au/property-house-qld-jindalee-414327571,Fri 05-Oct-18,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge","<span class=""price""></span>","Toilets:,2,Floorboards,Air Conditioning",[1],"Carport Spaces:,1","$1,720",Jindalee,Jacqui Price,Ray White - Middle Park,[2],House,Pet Friendly,This 3 bedroom home in Jindalee is close to all amenities.,"$430,$430,",Not provided,[414327571],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",11 Jindalee Street
[2],$355 per week,SHERWOOD,https://www.realestate.com.au/property-house-qld-sherwood-424533782,Available Now,0,"<span class=""price""></span>",,,,"$1,420",Sherwood,Cartwright Property Group,Cartwright Property Group - GRACEVILLE,[1],House,,"- Sorry, no pets","$355,$355,",Not provided,[424533782],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",116 Park Terrace
[4],$510 per week,Lovely home with country views,https://www.realestate.com.au/property-house-qld-sumner-424631178,Sat 13-Oct-18,,"<span class=""price""></span>",,[4],"Carport Spaces:,4","$2,040",Sumner,,Rentbetter - Bondi,[2],House,,PROPERTY ID: 37126,"$510,$510,",Not provided,[424631178],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",16 Copmanhurst Place
[1],$360 per week,Luxury Single Bedroom Apartment with Spacious Balcony,https://www.realestate.com.au/property-apartment-qld-sherwood-421952710,Wed 03-Oct-18,,"<span class=""price""></span>","Alarm System,Air Conditioning",[1],"Garage Spaces:,1","$1,440",Sherwood,Blanche Cheung,RAAS Group,[1],Apartment,,Tamanna@Sherwood is a boutique luxury apartment building within walking distance of all amenities in the popular suburb of Sherwood.,"$360,$360,",Not provided,[421952710],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",32/21 Mayhew Street
[4],$450 per week,Close to Everything. Large. Renovated. Air Con.,https://www.realestate.com.au/property-house-qld-jindalee-424679346,Sun 14-Oct-18,,"<span class=""price""></span>",,[2],"Garage Spaces:,2",,Jindalee,Contact Office,RealPrivate.com.au - HAWTHORN,[1],House,,"Great Home, in a lovely part of Jindalee. Close to shops, transport, schools and daycare.","$450,$450,",Not provided,[424679346],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",104 Burrendah Rd
[3],$300 per week,"Great Views, Great Location",https://www.realestate.com.au/property-house-qld-inala-420359710,Mon 29-Oct-18,,"<span class=""price""></span>","Ensuite:,1",[2],"Garage Spaces:,2","$1,200",Inala,Denny Dao,LITTLE Real Estate - FOREST LAKE,[2],House,,"Come see this charming 3 bedroom house, occupying a prime position in a sought after residential area. ","$300,$300,",Not provided,[420359710],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",3 Cypress Street
