car,bed,suburb,date_available,indoor_feature,title,bond,post_code,price_des,description,allowance,url,rental_yield,other_feature,property_id,price,outdoor_feature,property_type,crawl_date,floorplan,median_rent,street_address,bathroom,agent,agency
[2],[4],Sherwood,Mon 05-Nov-18,"Ensuite:,1,Living Areas:,2,Toilets:,1,Dishwasher,Air Conditioning",Lovely Renovated Queenslander - In Ground Pool,"$3,400",4075,$850.00 per week,Enjoy all that this beautiful Queensland Home has to offer.,,https://www.realestate.com.au/property-house-qld-sherwood-419582326,"<span class=""rate""></span>","Deck, Terrace/paved, Outdoor entertainment area, Undercover outdoor area, Fenced",[419582326],"850,00","Garage Spaces:,2,Deck,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",9 Linda St,[3],Moira Dixon,Walsh and Dixon Real Estate - Graceville
[1],[2],Sherwood,Fri 26-Oct-18,,SPACIOUS THREE LEVEL TOWNHOUSE,"$1,440",4075,$360 per week,"Conveniently located in a quiet street, mid-way between Corinda and Sherwood shopping centres this three level townhouse has a lot to offer. ",,https://www.realestate.com.au/property-unit-qld-sherwood-424733854,"<span class=""rate""></span>",,[424733854],360,"Garage Spaces:,1",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",1/22 Mayhew Street,[1],Zoe Wales,Ray White Sherwood/Graceville
[2],[3],Graceville,Sat 10-Nov-18,"Ensuite:,1,Living Areas:,1,Toilets:,2,Dishwasher,Air Conditioning",A Townhouse for Fantastic family living in Graceville,"$1,960",4075,$490 per week,"Tucked away in a quiet private complex , this two storey home offers generously proportioned living areas.",,https://www.realestate.com.au/property-townhouse-qld-graceville-424736026,"<span class=""rate""></span>",,[424736026],490,"Secure Parking,Garage Spaces:,2,Balcony,Courtyard,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=424736026&theme=rea.rent,"<span class=""price""></span>",1/95 Strickland Terrace,[2],"Jonathan Najarro,Jaclyn Lazarou",Place - Graceville
[1],[2],Sherwood,Fri 26-Oct-18,,PERFECTLY PRICED - MODERN 2 BEDROOM UNIT,"$1,380",4075,$345 per week,This wonderful double brick unit presents low maintenance domains in a fantastic location next to Sherwood Shopping Village and within 100m to Sherwood train station and Sherwood State School. Its practical and light-infused floor plan features a generous living/dining area which adjoins the tidy kitchen. ,,https://www.realestate.com.au/property-unit-qld-sherwood-424678210,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",[424678210],345,"Secure Parking,Garage Spaces:,1,Balcony",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",10/21 Skew Street,[1],Zoe Wales,Ray White Sherwood/Graceville
[2],[4],Sherwood,Thu 27-Sep-18,"Toilets:,1,Floorboards,Air Conditioning","Fresh Paint, Polished Floors and Fabulous Position.","$2,120",4075,$530 per week,"This larger than it looks home offers great 1960's architecture including high ceilings, large casement windows, mezzanine hallway, hardwood polished floors and a welcoming front porch. Neatly presented with fresh modern paint, ceilings fans, screens and newly polished floors throughout.",Pet Friendly,https://www.realestate.com.au/property-house-qld-sherwood-424761106,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[424761106],530,"Secure Parking,Garage Spaces:,2,Balcony",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",44 Chancellor Street,[1],"Melinda Beckinsale,Zoe Wales",Ray White Sherwood/Graceville
[1],[3],Oxley,Fri 12-Oct-18,,Renovated Cottage - Large Yard,"$1,400",4075,$350.00 per week,"Fall in love with the charm of this property, offering 2 bedrooms and a small sleep out to front, great space for a study, internally has had some improvements, including renovated kitchen with great storage and lots of bench space and near new carpets and paint throughout, ideal for a couple or small family.",,https://www.realestate.com.au/property-house-qld-oxley-424737702,"<span class=""rate""></span>",,[424737702],"350,00","Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",63 Englefield Road,[1],Melina Reardon,First National - Springfield
[1],[2],Sherwood,Thu 04-Oct-18,,FIRST FLOOR TWO BEDROOM UNIT,"$1,240",4075,$310 per week,"Two bedroom unit on the first floor with balcony, one bathroom, laundry in the large storage room and one lock-up car accommodation. Short walk to shops and transport.",,https://www.realestate.com.au/property-unit-qld-sherwood-424750538,"<span class=""rate""></span>","Close to Shops, Close to Transport",[424750538],310,"Garage Spaces:,1",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",1/57 Hood Street,[1],Rentals Department,Poulsen Property - Graceville
[1],[3],Richlands,Wed 17-Oct-18,"Toilets:,3,Air Conditioning",Beauty In Brentford! - 1 Week Free Rent**,"$1,400",4077,$350 per week,*** HOW TO INSPECT THIS HOME DETAILS BELOW ***,,https://www.realestate.com.au/property-townhouse-qld-richlands-424754170,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",[424754170],350,"Garage Spaces:,1,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=424754170&theme=rea.rent,"<span class=""price""></span>",31/35 Brentford Road,[2],"Lyndal Morrison,Angel Plummer",Ray White Forest Lake
[1],[3],Sherwood,Available Now,"Ensuite:,1,Living Areas:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Ducted Heating,Air Conditioning",Low maintenance townhouse living in an ultra-convenient locale.,"$1,720",4075,$430 per week,This townhouse is positioned at the back of the complex away from the main road with easy access. Your own private courtyard fully covered for easy entertainment.,,https://www.realestate.com.au/property-townhouse-qld-sherwood-424745486,"<span class=""rate""></span>",,[424745486],430,"Remote Garage,Secure Parking,Garage Spaces:,1,Fully Fenced",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",4/546 Oxley Road,[3],"Jaclyn Lazarou,Jonathan Najarro",Place - Graceville
[1],[2],Darra,Fri 28-Sep-18,,Close to Motorway - Tidy 2 Bedroom Unit!,"$1,000",4076,$250.00,"Tidy unit with 2 roomy bedrooms, main with build in wardrobe, a spacious carpeted lounge room with air conditioning and renovated kitchen. Small complex with 10 units. Close to Darra Train Station, Ipswich Motorway and within walking distance to Darra State School.",,https://www.realestate.com.au/property-unit-qld-darra-422913938,"<span class=""rate""></span>",,[422913938],"250,00","Garage Spaces:,1",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",6/32 Harcourt Road,[1],Melina Reardon,First National - Springfield
[1],[3],Sherwood,Available Now,"Living Areas:,1,Built-in Wardrobes",Cute Little Cottage in High-side Sherwood,"$1,680",4075,$420 per week,"Located in a leafy quiet street in Sherwood, this 3 bedroom cottage is neat and tidy and ready for someone to call it home.",,https://www.realestate.com.au/property-house-qld-sherwood-421621206,"<span class=""rate""></span>",,[421621206],420,"Carport Spaces:,1,Deck",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",6 Magazine Street,[1],Yvette La Burniy,BOUTIQUE PROPERTY MANAGERS
[2],[3],Riverhills,Available Now,"Toilets:,1",Family Home in Quiet Street with Large Backyard,"$1,580",4074,$395 per week,"This neat and tidy family home is located in a quiet street walking distance to schools, daycare and city bus. Short drive to Middle Park shops and Mt Ommaney shopping centre. ",Pet Friendly,https://www.realestate.com.au/property-house-qld-riverhills-418493518,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[418493518],395,"Carport Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",5 Miena Close,[1],"Satvir Nassar,Lauren Matbouly",Brisbane Real Estate - Indooroopilly
[1],[3],Inala,Mon 01-Oct-18,,LOW MAINTENANCE LIVING CLOSE TO ALL AMENITIES,"$1,280",4077,$320 per week,**HOW TO INSPECT THE HOME DETAILS BELOW** ,,https://www.realestate.com.au/property-house-qld-inala-424783442,"<span class=""rate""></span>","Close to Schools, Close to Shops, Close to Transport",[424783442],320,"Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=424783442&theme=rea.rent,"<span class=""price""></span>",54 Aldebaran Street,[1],Simon Le,Ray White Forest Lake
[1],[2],Graceville,Wed 07-Nov-18,,LIFESTYLE AND LOCATION,"$1,280",4075,$320 per week,This super trendy unit is being offered for rent in one of the most tightly held locations in Graceville. ,,https://www.realestate.com.au/property-unit-qld-graceville-424779722,"<span class=""rate""></span>",,[424779722],320,"Garage Spaces:,1",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",4/225 Oxley Road,[1],Zoe Wales,Ray White Sherwood/Graceville
[3],[3],Oxley,Thu 18-Oct-18,"Living Areas:,1,Toilets:,1,Floorboards,Built-in Wardrobes,Dishwasher",Fantastic Position!,"$1,600",4075,$400 Per Week,A fantastic property and all ready for you to enjoy. ,,https://www.realestate.com.au/property-house-qld-oxley-424784614,"<span class=""rate""></span>",,[424784614],400,"Garage Spaces:,2,Open Car Spaces:,1,Deck",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",45 Cook Street,[1],"Jonathan Najarro,Jaclyn Lazarou",Place - Graceville
[3],[5],Fig Tree Pocket,Mon 08-Oct-18,,Grand Design with River Views,"$3,800",4069,$950,"The grandest of living spaces awaits you at 273 Kenmore Road. With a complete renovation of the kitchen, bathrooms and floors you'll be delighted by the possibilities this property affords.",,https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424738962,"<span class=""rate""></span>",,[424738962],950,"Garage Spaces:,3",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",273 Kenmore Road,[3],Rentals Indooroopilly,Ray White Indooroopilly - INDOOROOPILLY
[6],[5],Chelmer,Thu 25-Oct-18,"Ensuite:,3,Floorboards,Built-in Wardrobes,Dishwasher,Rumpus Room,Air Conditioning",Amazing opportunity to secure prime riverfront location,"$6,000",4068,"$1,500 per week","An idyllic lifestyle on the Brisbane River, providing direct access to all the river activities with a jetty. ",Pet Friendly,https://www.realestate.com.au/property-house-qld-chelmer-419327482,"<span class=""rate""></span>",,[419327482],"1,500","Remote Garage,Secure Parking,Garage Spaces:,3,Open Car Spaces:,3,Balcony,Deck,Fully Fenced,Swimming Pool - Inground",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",47 Sutton Street,[5],Summer Finlay,Premium Residential
[1],[2],Sherwood,Tue 23-Oct-18,Air Conditioning,MODERN SHERWOOD LIVING,"$1,560",4075,$390 per week,"South-facing, spacious two-bedroom, two-bathroom apartment offering quiet/private living in Sherwood. This apartment is located on the fourth level of 'Verandah on Sherwood', a recently completed five-level boutique complex in the heart of Sherwood. It is positioned in very close proximity to highly regarded schools, great retail shops and cafes, fabulous restaurants and the convenience of bus/rail transport.",,https://www.realestate.com.au/property-apartment-qld-sherwood-422445918,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",[422445918],390,"Secure Parking,Garage Spaces:,1,Balcony",Apartment,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=422445918&theme=rea.rent,"<span class=""price""></span>",301/564 Sherwood Road,[2],Rentals Department,Poulsen Property - Graceville
[1],[2],Sherwood,Thu 11-Oct-18,"Toilets:,2,Alarm System,Floorboards,Air Conditioning",BRAND NEW - ARCHITECTURALLY DESIGNED,"$2,120",4075,$530 per week,"This brand new architecturally designed Villa is an absolute pleasure to walk into. It is a lifestyle property set among a blue ribbon river precinct area, within meters of the river and Sherwood Arboretum, but still only walking distance to CBD trains, transport, shops, cafes and restaurants.",,https://www.realestate.com.au/property-townhouse-qld-sherwood-423217858,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",[423217858],530,"Secure Parking,Garage Spaces:,1,Balcony",Townhouse,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=423217858&theme=rea.rent,"<span class=""price""></span>",11/39 Magazine Street,[2],Zoe Wales,Ray White Sherwood/Graceville
[2],[4],Graceville,Thu 04-Oct-18,"Workshop,Floorboards,Built-in Wardrobes,Dishwasher,Ducted Heating,Ducted Cooling,Air Conditioning",Modern splendour in sought after Graceville Corridor,"$3,400",4075,$850 per week,This home in the highly sought after Graceville Corridor has all the modern conveniences that one would like.,,https://www.realestate.com.au/property-house-qld-graceville-424619418,"<span class=""rate""></span>",,[424619418],850,"Remote Garage,Secure Parking,Garage Spaces:,1,Open Car Spaces:,1,Balcony,Deck,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground",House,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=424619418&theme=rea.rent,"<span class=""price""></span>",20 Randolph Street,[2],Property Management Department,Belle Property - Sherwood
[1],[2],Graceville,Available Now,"Toilets:,1",Breezey Apartment By The River,"$1,000",4075,$250 per week,"Excellent value unit, renovated and excellent location.",,https://www.realestate.com.au/property-unit-qld-graceville-405181264,"<span class=""rate""></span>",,[405181264],250,"Carport Spaces:,1",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",1/112 White Street,[1],Place Annerley Rentals,Place - Annerley
[2],[5],Corinda,Available Now,"Floorboards,Air Conditioning",PRESTIGIOUS RESIDENCE IN HIGHSIDE POSITION,"$4,780",4075,"$1,195 per week",Maximising every inch of its low maintenance block this prestigious home boasts living and entertaining zones to accommodate even the largest of families. ,Pet Friendly,https://www.realestate.com.au/property-house-qld-corinda-424641186,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[424641186],"1,195","Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground",House,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=424641186&theme=rea.rent,"<span class=""price""></span>",16 Oxley Terrace,[4],"Melinda Beckinsale,Zoe Wales",Ray White Sherwood/Graceville
[1],[2],Oxley,Available Now,"Built-in Wardrobes,Dishwasher,Split-system Air Conditioning",Everyone Gets A Bathroom,"$1,760",4075,$420-440pw MOVE IN NOW,Move in within 24 hours of approval,,https://www.realestate.com.au/property-apartment-qld-oxley-424659734,"<span class=""rate""></span>",,[424659734],"420,440","Carport Spaces:,1,Balcony",Apartment,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",104/61 Ellen Street,[2],Michelle Pedersen,My Pad Real Estate.com
,[5],Darra,Fri 28-Sep-18,"Toilets:,2,Dishwasher,Air Conditioning",Dual Living in Darra!,"$1,800",4076,$450 Weekly - Dual Living,"Perfect for the whole family with plenty of space for everyone on this 1,037 m2 block.",Pet Friendly,https://www.realestate.com.au/property-house-qld-darra-424689066,"<span class=""rate""></span>",,[424689066],450,Fully Fenced,House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",2661 Ipswich Road,[2],"Maya Yada,Kahlee Hassan",Coronis - FOREST LAKE
