title,price,url,indoor_feature,bed,description,car,median_rent,other_feature,post_code,property_type,property_id,bond,rental_yield,crawl_date,price_des,street_address,agency,bathroom,suburb,floorplan,agent,date_available,outdoor_feature 
Well Presented Home in Ideal Location,"$480,$480,",https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424465354,"Toilets:,1,Floorboards,Air Conditioning",[3],"This neat 3 bedroom home is perfect for a couple or small family. Positioned in a quiet, tree-lined cul-de-sac with a North Easterly aspect it features polished timber floors, air-conditioning in the living area & main bedroom, galley style kitchen with dishwasher, raked ceiling with exposed beams and a double garage. No Pets Please.",[2],"<span class=""price""></span>",,4069,House,[424465354],"$1,920","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$480 wk,33 Fenchurch Street,LJ Hooker - Kenmore,[1],Fig Tree Pocket,Not provided,John Crittenden,Available Now,"Secure Parking,Garage Spaces:,2,Courtyard"
CHARMING and DELIGHTFUL - GARDENING INCLUDED,"$645,$645,",https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424465238,"Ensuite:,1,Living Areas:,3,Toilets:,3,Study,Workshop,Floorboards,Built-in Wardrobes,Dishwasher,Air Conditioning",[3],A charming architect designed hideaway will make you forget that a busy life exists only minutes away. ,[5],"<span class=""price""></span>",,4069,House,[424465238],"$2,580","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$645 per week,22 Mandalay St,HAVEN RESIDENTIAL,[2],Fig Tree Pocket,Not provided,Marie Moore,Available Now,"Remote Garage,Secure Parking,Carport Spaces:,1,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Courtyard,Outdoor Entertaining Area"
Central location to train and shops,"$290,$290,",https://www.realestate.com.au/property-house-qld-darra-415348311,"Toilets:,1",[2],This home is very cosy and would suit a single person or couple.,,"<span class=""price""></span>","Close to Schools, Close to Shops, Close to Transport",4076,House,[415348311],"$1,160","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$290 per week,,Ray White - Middle Park,[1],Darra,Not provided,Jacqui Price,Available Now,
A Grand Home - It ticks all boxes...,"$1,200,$1,200,",https://www.realestate.com.au/property-house-qld-fig+tree+pocket-424472834,"Ensuite:,2,Living Areas:,3,Toilets:,5,Alarm System,Intercom,Floorboards,Built-in Wardrobes,Dishwasher,Rumpus Room,Ducted Vacuum System,Ducted Heating,Ducted Cooling,Air Conditioning",[5],"This homes is ideal for Executive type - Family who wants to have Grandparents stay, as it offers a ground Floor Bedroom complete with ensuite, Family with Teenage or small children - Has its own Home Theatre,",[4],"<span class=""price""></span>",,4069,House,[424472834],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]","$1,200 per week",,Graceville Realty - Sherwood,[3],Fig Tree Pocket,Not provided,Nick Mamara,Available Now,"Remote Garage,Garage Spaces:,2,Open Car Spaces:,2,Balcony,Deck,Courtyard,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground"
Tidy 2 Bedroom Unit - Close to Train!,"$250,$250,,00,00,",https://www.realestate.com.au/property-unit-qld-darra-424474030,,[2],"Introducing this tidy unit offering 2 spacious bedrooms, main with built in wardrobe, there is a carpeted lounge room with air conditioning. Kitchen is well appointed with plenty of storage (overheads) and electric appliances. Close to Darra train station, Darra State School and great access to Ipswich Motorway, wont last long.",[1],"<span class=""price""></span>",,4076,Unit,[424474030],"$1,000","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$250.00 per week,2/32 Harcourt Road,First National - Springfield,[1],Darra,Not provided,Melina Reardon,Available Now,"Garage Spaces:,1"
Walk To Darra Station & Shops,"$390,$390,",https://www.realestate.com.au/property-house-qld-darra-424502602,"Toilets:,1",[3],"** NO NEED TO REGISTER FOR INSPECTIONS, PLEASE TURN UP AT ANY ADVERTISED TIME **",[1],"<span class=""price""></span>",,4076,House,[424502602],"$1,600","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$390 pw,19 Killarney Street,Professionals P J Torbey Real Estate -,[1],Darra,Not provided,Property Management Team,Available Now,"Garage Spaces:,1"
Large sized townhouse available soon!,"$400,$400,",https://www.realestate.com.au/property-house-qld-darra-419082038,,[4],This low maintenance & well looked after townhouse offers:,[1],"<span class=""price""></span>","Close to Schools, Close to Shops, Close to Transport",4076,House,[419082038],"$1,600","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$400/w,17/35 Ashridge Rd,Rightway Realty - Darra,[2],Darra,Not provided,Michelle Nguyen,Available Now,"Secure Parking,Garage Spaces:,1"
Darra Best Value - Phone: 3713 7755  to inspect,"$350,$350,",https://www.realestate.com.au/property-house-qld-darra-424504986,,[3],This modern three bedroom house offers spacious open plan living dining and kitchen areas. The living area and main bedroom have air conditioning and there is a separate toilet. The house is situated close to schools shops transport and cafes and restaurants and is in a managed estate with CCTV. Rent is $350.00 per week Phone 0498001449  or 37137755  to inspect,[2],"<span class=""price""></span>",Property Type: House,4076,House,[424504986],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$350 p.w.,50/35 Ashridge Road,Harcourts - Clayfield,[2],Darra,Not provided,Harcourts Clayfield Rentals,Available Now,"Garage Spaces:,2"
Plenty of space,"$350,$350,",https://www.realestate.com.au/property-house-qld-inala-424508646,"Built-in Wardrobes,Air Conditioning",[4],"Neat and tidy 4 bedroom house with two toilets, air conditioning, built in robes, large modern kitchen, polished floor boards,lock up garage",[1],"<span class=""price""></span>","polished timber floors,garden,close to transport",4077,House,[424508646],"$1,400","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$350 p/w,32 Crocus Street,Coulson Real Estate - Inala,[1],Inala,Not provided,Property Management Team,Available Now,"Garage Spaces:,1"
Brand New - Ready for Occupancy,"410,410,, 3, 3,",https://www.realestate.com.au/property-townhouse-qld-richlands-424482010,"Toilets:,4,Air Conditioning",[4],"This brand new, 4 bedroom townhouse is available for rent NOW.",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Shops, Close to Transport, Garden",4077,Townhouse,[424482010],"$1,640","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",410 + 3 weeks free rent,26/280 Government Road,Raine & Horne - Onsite Sales,[3],Richlands,Not provided,Bob Stalling,Available Now,"Garage Spaces:,2"
Spacious Sherwood Townhouse,"$360,$360,",https://www.realestate.com.au/property-townhouse-qld-sherwood-418154570,"Toilets:,1,Built-in Wardrobes",[2],This townhouse is in a block of only four. It is in a quiet location within easy walking distance to the train station and Sherwood road shopping precinct. ,[1],"<span class=""price""></span>",,4075,Townhouse,[418154570],"$1,440","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360 per week,3/16 Skew Street,SeaScapeRE,[2],Sherwood,Not provided,Manager,Available Now,"Secure Parking,Garage Spaces:,1,Deck,Courtyard,Outdoor Entertaining Area"
4 BED. 2 BATH. AIR CONDITIONING - SINNAMON PARK FAMILY HOME,"$430,$430,",https://www.realestate.com.au/property-house-qld-sinnamon+park-420286850,"Toilets:,2,Air Conditioning",[4],"This lovely low-set brick home situated in popular & sought after Sinnamon Park has plenty to offer for a family. Complete with air conditioning & a good sized rear patio, comfortable living and entertaining is easy. ",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Separate Dining",4073,House,[420286850],"$1,720","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$430 per week,73 Glen Ross Road,Ray White - Centenary,[2],Sinnamon Park,https://www.realestate.com.au/floorplan_new.ds?id=420286850&theme=rea.rent,Debbie Swales,Available Now,"Carport Spaces:,1"
SHERWOOD,"$355,$355,",https://www.realestate.com.au/property-house-qld-sherwood-424533782,,[2],"- Sorry, no pets",,"<span class=""price""></span>",0,4075,House,[424533782],"$1,420","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$355 per week,116 Park Terrace,Cartwright Property Group - GRACEVILLE,[1],Sherwood,Not provided,Cartwright Property Group,Available Now,
"24 SOLAR PANELS TO HELP REDUCE YOUR POWER BILL, GAS COOKTOP, HUGE UNDERCOVER REAR ENTERTAINING AREA",,https://www.realestate.com.au/property-house-qld-richlands-424527082,"Split-system Air Conditioning,Air Conditioning",[4],This imposing home has the following features:,[4],"<span class=""price""></span>",0,4077,House,[424527082],"$1,840","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",CONTACT AGENT,7 Natalie Street,Oxbridge,[2],Richlands,Not provided,"Jitendra Deo,Johnny Tabet",Available Now,"Remote Garage,Carport Spaces:,2,Garage Spaces:,2,Balcony,Courtyard,Outdoor Entertaining Area,Fully Fenced"
Neat & Tidy Home,"$365,$365,,00,00,",https://www.realestate.com.au/property-house-qld-oxley-424526422,Built-in Wardrobes,[3],"This neat and tidy 3 bedroom house has security screens and tiles throughout the house.Built in robes, modern kitchen, internal laundry and lock up carport. Ceiling fans in all rooms. Inspections are by appoint only.",[1],"<span class=""price""></span>","internal laundry,modern bathroom,modern kitchen,close to parklands,close to schools,close to shops",4075,House,[424526422],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$365.00,12 Logan Avenue,Coulson Real Estate - Inala,[1],Oxley,Not provided,Property Management Team,Available Now,"Carport Spaces:,1,Deck"
"Location, Convenience and Contemporay","$375,$375,",https://www.realestate.com.au/property-unit-qld-sherwood-418344114,"Ensuite:,1,Air Conditioning",[2],"This stylish two bedroom, two bathroom home is located just walking distance to the Corinda train station and local shops. This is a small boutique complex that is sure to impress with the style and a generous proportioned unit with ducted-air-conditioning and contemporary kitchen complete with Caesar-stone bench tops. ",[1],"<span class=""price""></span>","Balcony, Low maintenance",4075,Unit,[418344114],"$1,560","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$375 Per Week,3/107 Jerrold Street,Arthur Conias Real Estate - Toowong,[2],Sherwood,Not provided,Sharna Nixon-Smith,Available Now,"Garage Spaces:,1,Balcony"
Looking for that gorgeous hamptons style home?,"$770,$770,",https://www.realestate.com.au/property-house-qld-chelmer-424520922,"Floorboards,Built-in Wardrobes,Dishwasher,Ducted Heating,Ducted Cooling",[3],*THIS PROPERTY IS TENANTED UNTIL THE END OF SEPTEMBER 2018. INSPECTION TIMES ARE LIMITED AND ONLY AVAILABLE AS SHOWN. PLEASE SUBMIT AN ENQUIRY THROUGH CONTACT MY AGENT OR BOOK BY SELECTING THE NEXT AVAILABLE INSPECTION*,[2],"<span class=""price""></span>",,4068,House,[424520922],"$3,080","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$770 per week,116 Leybourne Street,Belle Property - Sherwood,[2],Chelmer,Not provided,Property Management Department,Available Now,"Remote Garage,Secure Parking,Garage Spaces:,2,Balcony,Deck,Fully Fenced"
First Week Rent Free then $390.00 Per Week,"$390,$390,",https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-416363749,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher",[3],"Located in a prime position in Mt Ommaney, walking distance to schools, shops, transport etc, this townhouse is the ideal solution for your busy lifestyle.",[1],"<span class=""price""></span>",,4074,Townhouse,[416363749],"$1,560","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$390 per week,2/1 Abel Smith Crescent,Maison Real Estate -  Mount Ommaney,[2],Mount Ommaney,Not provided,Peter Kilby,Available Now,"Remote Garage,Garage Spaces:,1,Balcony,Courtyard,Swimming Pool - Inground"
Convenience at its best.,"$380,$380,",https://www.realestate.com.au/property-house-qld-inala-420883586,"Toilets:,1",[3],This house is situated on a corner block only 200m away from Inala Shopping Centre.,,"<span class=""price""></span>","Close to Schools, Close to Shops, Close to Transport",4077,House,[420883586],"$1,520","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$380 per week,123 Inala Ave,Rightway Realty - Darra,[1],Inala,https://www.realestate.com.au/floorplan_new.ds?id=420883586&theme=rea.rent,Michelle Nguyen,Available Now,
EXECUTIVE RENOVATED HOME AVAILABLE IN CHELMER,"$590,$590,",https://www.realestate.com.au/property-house-qld-chelmer-419015230,"Toilets:,2,Floorboards,Built-in Wardrobes,Air Conditioning",[4],"This fantastic executive home is now available to be your new family home.  Set in Chelmer on the corner, it boasts a beautiful manicured front lawn and garden along with a fully fenced rear yard that is equally as manicured and cared for.  Inside this home, there are 4 spacious bedrooms, main with an air-conditioner and custom built-in robes.  Also, there is a new bathroom with elegant finishes and there is a 2nd separate toilet.  There are polished floors throughout the home.",[2],"<span class=""price""></span>",0,4068,House,[419015230],"$2,360","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$590 per week,2 Oxley Road,4069 Real Estate - KENMORE,[1],Chelmer,Not provided,"Nicky Edwards,Raegan Owen",Available Now,"Open Car Spaces:,2,Shed,Fully Fenced"
Supremely Spacious & Perfectly Positioned,"$600,$600,",https://www.realestate.com.au/property-house-qld-sinnamon+park-424336414,"Ensuite:,1,Toilets:,3",[4],"This absolutely beautifully maintained family home high on the hill in Sinnamon Park is being welcome to the rental market for the very first time. With an abundance of inclusions like new ducted air conditioning throughout, new carpets, city views from the top deck, large level fully fenced yard and more - this property is truly one not to be missed!",[2],"<span class=""price""></span>",,4073,House,[424336414],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$600 Weekly,8 FOLEY PLACE,Centenary Real Estate - Jindalee,[2],Sinnamon Park,Not provided,Centenary Real Estate,Available Now,"Remote Garage,Garage Spaces:,2"
Imagine relaxing with this view?,"$1200,$1200,",https://www.realestate.com.au/property-house-qld-chelmer-424282290,"Ensuite:,1,Living Areas:,1,Toilets:,3,Alarm System,Floorboards,Built-in Wardrobes,Dishwasher,Air Conditioning",[5],Located amongst an enclave of prestigious waterfront residences this beautifully presented family home offers the perfect Chelmer lifestyle. ,[2],"<span class=""price""></span>",,4068,House,[424282290],"$7,200","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$1200 per week,17 Sutton Street,Place - Graceville,[2],Chelmer,Not provided,"Jaclyn Lazarou,Jonathan Najarro",Available Now,"Remote Garage,Garage Spaces:,2,Balcony,Deck,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground"
